PRODUCT_ID,WEEK,SALES
2639,0,0.0
4273,0,0.0
4587,0,0.0
4665,0,12.0
3703,0,0.0
4161,0,2.0
3351,0,4.0
4224,0,6.0
3927,0,5.0
4270,0,0.0
3520,0,2.0
3708,0,4.0
4505,0,0.0
2419,0,4.0
2645,0,0.0
3895,0,2.0
3922,0,5.0
2906,0,1.0
3970,0,6.0
3968,0,40.0
3967,0,9.0
3147,0,2.0
2537,0,0.0
3738,0,0.0
4374,0,0.0
4353,0,2.0
4118,0,3.0
4202,0,0.0
4376,0,0.0
3268,0,2.0
3239,0,2.0
2536,0,33.0
2970,0,0.0
2097,0,0.0
2101,0,1.0
3156,0,6.0
4251,0,1.0
2680,0,6.0
3988,0,6.0
3105,0,0.0
317,0,3.0
3414,0,4.0
4705,0,0.0
2722,0,0.0
4787,0,0.0
2191,0,0.0
3153,0,0.0
4218,0,1.0
1042,0,4.0
4666,0,8.0
4714,0,5.0
4976,0,0.0
4980,0,0.0
5004,0,0.0
4053,0,3.0
3037,0,7.0
359,0,1.0
4439,0,5.0
3482,0,0.0
2166,0,0.0
5091,0,0.0
3973,0,29.0
3966,0,4.0
5267,0,0.0
1193,0,0.0
4362,0,0.0
4208,0,2.0
4293,0,0.0
2667,0,0.0
4889,0,0.0
1168,0,4.0
3979,0,0.0
574,0,2.0
4818,0,0.0
3317,0,4.0
4110,0,0.0
4977,0,0.0
5021,0,0.0
4974,0,0.0
3906,0,0.0
2514,0,3.0
4902,0,0.0
1304,0,4.0
3216,0,0.0
1336,0,33.0
1899,0,0.0
4836,0,0.0
2715,0,6.0
2837,0,2.0
4567,0,0.0
4247,0,1.0
5082,0,0.0
1109,0,0.0
3013,0,6.0
4828,0,0.0
3835,0,1.0
3953,0,2.0
3481,0,0.0
3042,0,12.0
3674,0,0.0
5284,0,0.0
5348,0,0.0
5410,0,0.0
3794,0,2.0
2788,0,0.0
3062,0,0.0
4238,0,6.0
4942,0,0.0
3518,0,0.0
3971,0,0.0
956,0,0.0
4380,0,0.0
4212,0,0.0
2492,0,0.0
4771,0,0.0
2554,0,0.0
3597,0,0.0
1139,0,0.0
1248,0,0.0
3035,0,0.0
2099,0,1.0
3954,0,0.0
2903,0,0.0
3824,0,1.0
3200,0,0.0
3168,0,1.0
4596,0,0.0
3626,0,0.0
1939,0,1.0
4164,0,0.0
4139,0,0.0
4832,0,0.0
5072,0,0.0
3876,0,0.0
3890,0,0.0
3726,0,0.0
3083,0,1.0
3260,0,0.0
2450,0,0.0
5246,0,0.0
1035,0,2.0
2842,0,0.0
1918,0,1.0
2178,0,2.0
2607,0,5.0
3492,0,0.0
4892,0,0.0
5083,0,0.0
5070,0,0.0
3762,0,0.0
3217,0,0.0
2784,0,0.0
337,0,0.0
5018,0,0.0
4287,0,0.0
1241,0,0.0
4500,0,0.0
4699,0,0.0
735,0,0.0
1067,0,12.0
2915,0,6.0
5301,0,0.0
3800,0,0.0
532,0,0.0
1038,0,0.0
3826,0,0.0
2562,0,0.0
2735,0,0.0
5069,0,0.0
4951,0,0.0
578,0,0.0
3717,0,0.0
1250,0,0.0
3232,0,0.0
1053,0,0.0
5131,0,0.0
694,0,0.0
2425,0,0.0
1140,0,0.0
4408,0,4.0
5317,0,0.0
2615,0,0.0
3142,0,0.0
3802,0,0.0
2071,0,5.0
3480,0,0.0
2796,0,0.0
3172,0,0.0
2331,0,0.0
3421,0,0.0
4950,0,0.0
4979,0,0.0
2227,0,0.0
4946,0,0.0
4719,0,0.0
3972,0,4.0
4651,0,0.0
3574,0,18.0
3731,0,0.0
2609,0,3.0
2410,0,0.0
5000,0,0.0
4911,0,0.0
4424,0,0.0
1105,0,0.0
2270,0,0.0
4711,0,0.0
4712,0,0.0
4537,0,0.0
3047,0,2.0
2251,0,0.0
4673,0,0.0
3169,0,0.0
5185,0,0.0
4826,0,0.0
4532,0,2.0
3946,0,0.0
2529,0,0.0
3760,0,0.0
4173,0,0.0
3989,0,0.0
4867,0,1.0
5136,0,0.0
4562,0,0.0
2592,0,0.0
5177,0,0.0
3808,0,0.0
4029,0,0.0
4296,0,0.0
4526,0,0.0
4543,0,0.0
4373,0,0.0
2420,0,0.0
4819,0,0.0
3116,0,0.0
4704,0,6.0
5051,0,0.0
2733,0,0.0
4507,0,0.0
4633,0,7.0
2911,0,5.0
4890,0,0.0
3605,0,0.0
527,0,0.0
2357,0,0.0
1902,0,0.0
4101,0,0.0
4188,0,1.0
3160,0,1.0
3598,0,0.0
2500,0,2.0
4964,0,0.0
4775,0,0.0
1031,0,0.0
4168,0,0.0
2403,0,0.0
2402,0,0.0
2656,0,1.0
4442,0,2.0
4843,0,0.0
3258,0,0.0
4269,0,0.0
4264,0,0.0
3543,0,0.0
2849,0,0.0
591,0,0.0
4503,0,4.0
4494,0,0.0
580,0,0.0
2670,0,0.0
4816,0,0.0
5255,0,0.0
5282,0,0.0
5273,0,0.0
2644,0,0.0
5330,0,0.0
4789,0,0.0
5403,0,0.0
2334,0,2.0
971,0,2.0
3056,0,0.0
4258,0,1.0
4443,0,0.0
3162,0,0.0
5088,0,0.0
4862,0,0.0
5066,0,0.0
5219,0,0.0
4377,0,0.0
3763,0,0.0
3502,0,0.0
3660,0,0.0
3884,0,0.0
4236,0,0.0
4713,0,2.0
3803,0,0.0
3256,0,0.0
2276,0,0.0
3796,0,0.0
4162,0,0.0
5142,0,0.0
4938,0,0.0
3969,0,2.0
5030,0,0.0
4274,0,0.0
1118,0,0.0
3776,0,0.0
4385,0,0.0
3076,0,0.0
1169,0,0.0
2918,0,6.0
2441,0,2.0
2819,0,1.0
2821,0,1.0
2576,0,3.0
362,0,0.0
3491,0,1.0
2684,0,2.0
1103,0,0.0
2401,0,4.0
3152,0,0.0
1866,0,6.0
2048,0,0.0
3585,0,0.0
3122,0,0.0
4769,0,0.0
2253,0,1.0
4527,0,0.0
3075,0,0.0
4169,0,0.0
4600,0,0.0
1306,0,0.0
5160,0,0.0
3814,0,0.0
3933,0,0.0
5441,0,0.0
707,0,0.0
416,0,0.0
3357,0,0.0
5396,0,0.0
4528,0,0.0
2293,0,0.0
3511,0,0.0
3690,0,0.0
4984,0,0.0
3189,0,0.0
5034,0,0.0
5033,0,0.0
2122,0,0.0
2367,0,0.0
1059,0,1.0
5224,0,0.0
2142,0,1.0
453,0,0.0
5178,0,0.0
3284,0,0.0
3575,0,0.0
4111,0,0.0
4329,0,0.0
3995,0,0.0
1108,0,0.0
2648,0,0.0
4995,0,0.0
5077,0,0.0
3194,0,0.0
4387,0,0.0
3410,0,0.0
4529,0,0.0
242,0,0.0
4058,0,1.0
4235,0,0.0
4824,0,0.0
4943,0,0.0
3844,0,0.0
3057,0,0.0
2795,0,2.0
2447,0,0.0
3883,0,0.0
3197,0,0.0
4975,0,0.0
576,0,0.0
590,0,0.0
5271,0,0.0
970,0,1.0
2577,0,0.0
2917,0,0.0
3960,0,0.0
4730,0,0.0
4400,0,0.0
3117,0,0.0
2739,0,0.0
4573,0,0.0
1178,0,0.0
5137,0,0.0
5046,0,0.0
4725,0,0.0
2279,0,0.0
4724,0,0.0
4863,0,0.0
5193,0,0.0
5031,0,0.0
4117,0,2.0
4566,0,0.0
4717,0,0.0
3547,0,0.0
4149,0,0.0
1993,0,0.0
4395,0,0.0
2785,0,0.0
2628,0,0.0
4994,0,0.0
3312,0,0.0
4454,0,2.0
2641,0,0.0
2551,0,0.0
300,0,0.0
2923,0,0.0
3840,0,0.0
3836,0,0.0
3918,0,2.0
2103,0,0.0
3261,0,1.0
4450,0,0.0
3064,0,0.0
5227,0,0.0
4765,0,0.0
5216,0,0.0
5217,0,0.0
5220,0,0.0
2117,0,0.0
3271,0,0.0
4929,0,0.0
3834,0,0.0
4926,0,0.0
4496,0,0.0
3888,0,0.0
5055,0,0.0
2102,0,0.0
5019,0,0.0
4531,0,0.0
1202,0,0.0
4637,0,0.0
3111,0,0.0
847,0,1.0
4966,0,0.0
5149,0,0.0
5010,0,0.0
5126,0,0.0
5439,0,0.0
5014,0,0.0
5367,0,0.0
2782,0,0.0
5442,0,0.0
4831,0,0.0
2748,0,0.0
3829,0,5.0
5270,0,0.0
5207,0,0.0
4547,0,0.0
2616,0,0.0
1287,0,0.0
156,0,0.0
3065,0,0.0
5176,0,0.0
3527,0,0.0
3799,0,0.0
4799,0,0.0
4151,0,0.0
372,0,0.0
5075,0,0.0
1107,0,0.0
2292,0,0.0
4266,0,0.0
2387,0,0.0
5047,0,0.0
2753,0,0.0
4136,0,0.0
4059,0,0.0
466,0,0.0
2448,0,0.0
608,0,0.0
4426,0,0.0
5228,0,0.0
3141,0,0.0
4615,0,0.0
4614,0,0.0
4165,0,0.0
4477,0,3.0
3901,0,0.0
5104,0,0.0
2975,0,0.0
5105,0,0.0
3255,0,1.0
5206,0,0.0
3149,0,0.0
3443,0,0.0
581,0,0.0
3167,0,0.0
1041,0,0.0
5145,0,0.0
5148,0,0.0
5147,0,0.0
5146,0,0.0
3964,0,0.0
2583,0,0.0
2409,0,0.0
5040,0,0.0
5037,0,0.0
3304,0,0.0
5141,0,0.0
4650,0,0.0
4564,0,0.0
3801,0,0.0
3005,0,0.0
4569,0,0.0
3114,0,0.0
4305,0,0.0
557,0,0.0
2177,0,0.0
3112,0,0.0
4422,0,0.0
3863,0,0.0
2916,0,0.0
5163,0,0.0
4538,0,0.0
3961,0,0.0
4530,0,0.0
3175,0,0.0
1102,0,0.0
5308,0,0.0
4723,0,0.0
5321,0,0.0
3864,0,0.0
2800,0,0.0
6222,0,0.0
1900,0,0.0
4327,0,0.0
3691,0,0.0
3058,0,0.0
4035,0,0.0
5115,0,0.0
3931,0,0.0
3283,0,0.0
3849,0,0.0
4611,0,0.0
4379,0,0.0
166,0,0.0
5155,0,0.0
5310,0,0.0
3624,0,0.0
5123,0,0.0
3059,0,0.0
4837,0,0.0
1960,0,0.0
4502,0,0.0
4845,0,0.0
2999,0,0.0
3880,0,0.0
4674,0,0.0
5102,0,0.0
2836,0,0.0
3124,0,0.0
2190,0,0.0
3857,0,0.0
2659,0,0.0
5012,0,0.0
5064,0,0.0
2610,0,0.0
5345,0,0.0
5065,0,0.0
4997,0,0.0
4592,0,0.0
5262,0,0.0
5329,0,0.0
4157,0,0.0
4207,0,0.0
3280,0,0.0
5274,0,0.0
5232,0,0.0
4859,0,0.0
5484,0,0.0
3612,0,0.0
2995,0,3.0
6252,0,0.0
4501,0,0.0
3607,0,0.0
5296,0,0.0
6359,0,0.0
5333,0,0.0
4189,0,0.0
4700,0,0.0
5164,0,0.0
5491,0,0.0
3853,0,0.0
3430,0,0.0
975,0,0.0
3060,0,0.0
5076,0,0.0
5490,0,0.0
5567,0,0.0
2098,0,0.0
4708,0,0.0
5325,0,0.0
2184,0,0.0
4388,0,0.0
579,0,0.0
3987,0,0.0
5324,0,0.0
3054,0,0.0
5518,0,0.0
2668,0,0.0
2571,0,0.0
5477,0,0.0
2389,0,0.0
2158,0,0.0
1867,0,1.0
4244,0,0.0
2757,0,0.0
2277,0,0.0
5409,0,0.0
5428,0,0.0
5112,0,0.0
2412,0,0.0
916,0,0.0
5326,0,0.0
5537,0,0.0
5568,0,0.0
5415,0,0.0
5397,0,0.0
5579,0,0.0
6175,0,0.0
3891,0,0.0
6316,0,0.0
5315,0,0.0
3721,0,0.0
5250,0,0.0
609,0,0.0
4923,0,0.0
6251,0,0.0
5427,0,0.0
2824,0,0.0
4990,0,0.0
1323,0,0.0
3765,0,0.0
5611,0,0.0
2623,0,0.0
1916,0,0.0
5168,0,0.0
3584,0,0.0
4812,0,0.0
5339,0,0.0
5261,0,0.0
4231,0,0.0
175,0,0.0
3560,0,0.0
4499,0,0.0
2727,0,0.0
5223,0,0.0
3932,0,0.0
5169,0,0.0
5404,0,0.0
3516,0,0.0
3845,0,0.0
6268,0,0.0
5436,0,0.0
5473,0,0.0
5456,0,0.0
5480,0,0.0
2589,0,0.0
4850,0,0.0
3974,0,0.0
4898,0,0.0
5432,0,0.0
3264,0,1.0
4357,0,0.0
3486,0,0.0
533,0,0.0
4222,0,1.0
4221,0,3.0
5086,0,0.0
4230,0,0.0
6194,0,0.0
3061,0,0.0
3563,0,0.0
2694,0,0.0
852,0,0.0
5008,0,0.0
3417,0,0.0
5251,0,0.0
3565,0,0.0
3531,0,0.0
3568,0,0.0
4163,0,0.0
6250,0,0.0
6183,0,0.0
5366,0,0.0
5028,0,0.0
5532,0,0.0
5203,0,0.0
5401,0,0.0
6267,0,0.0
4773,0,0.0
2679,0,1.0
2718,0,0.0
3001,0,0.0
3548,0,0.0
3576,0,0.0
3718,0,0.0
4451,0,3.0
4091,0,0.0
4124,0,1.0
4660,0,0.0
3405,0,0.0
3659,0,0.0
3671,0,0.0
4833,0,0.0
4707,0,0.0
3737,0,0.0
4074,0,0.0
3080,0,0.0
3793,0,0.0
3962,0,0.0
3926,0,0.0
3071,0,0.0
2740,0,0.0
4096,0,0.0
4017,0,0.0
3595,0,0.0
4219,0,0.0
3159,0,0.0
3496,0,0.0
4382,0,0.0
3715,0,0.0
3069,0,0.0
2830,0,0.0
3719,0,0.0
3958,0,0.0
2931,0,0.0
3764,0,0.0
5225,0,0.0
4780,0,0.0
3483,0,0.0
4131,0,0.0
3689,0,0.0
4718,0,0.0
2814,0,1.0
2593,0,2.0
2734,0,0.0
2832,0,0.0
4580,0,0.0
3262,0,0.0
2317,0,0.0
5222,0,0.0
3166,0,0.0
4480,0,0.0
4830,0,0.0
5094,0,0.0
706,0,0.0
4728,0,0.0
3055,0,0.0
4726,0,0.0
4180,0,0.0
3837,0,0.0
5128,0,0.0
3446,0,0.0
2914,0,0.0
155,0,0.0
4378,0,0.0
3875,0,0.0
4957,0,0.0
605,0,0.0
5143,0,0.0
5144,0,0.0
912,0,0.0
4610,0,0.0
2751,0,0.0
2756,0,0.0
5097,0,0.0
5059,0,0.0
4156,0,0.0
3639,0,0.0
3070,0,0.0
4839,0,0.0
4670,0,0.0
3344,0,0.0
4927,0,0.0
3748,0,0.0
4810,0,0.0
1288,0,0.0
5535,0,0.0
4568,0,0.0
5454,0,0.0
3173,0,0.0
5341,0,0.0
846,0,0.0
4931,0,0.0
2807,0,0.0
3429,0,0.0
4814,0,0.0
4755,0,0.0
5616,0,0.0
2750,0,0.0
5435,0,0.0
5465,0,0.0
5471,0,0.0
5467,0,0.0
5226,0,0.0
3566,0,0.0
3567,0,0.0
2626,0,0.0
3579,0,0.0
3676,0,0.0
3401,0,0.0
1289,0,0.0
4354,0,0.0
2030,0,0.0
3580,0,0.0
4048,1,8.0
4661,1,5.0
3956,1,17.0
2552,1,461.0
3668,1,38.0
3924,1,50.0
5071,1,0.0
3174,1,1.0
3155,1,256.0
2619,1,10.0
2333,1,150.0
4261,1,98.0
2309,1,23.0
4199,1,16.0
4403,1,0.0
4402,1,17.0
4560,1,2.0
2763,1,12.0
4155,1,7.0
4768,1,62.0
2587,1,45.0
2978,1,4.0
4484,1,42.0
4262,1,41.0
3838,1,34.0
3701,1,77.0
4521,1,2.0
4655,1,4.0
4659,1,4.0
4276,1,11.0
4334,1,5.0
4343,1,6.0
4381,1,0.0
2907,1,1.0
3907,1,1.0
3929,1,66.0
2614,1,0.0
3068,1,0.0
2138,1,2.0
3571,1,1.0
3819,1,5.0
2193,1,9.0
3902,1,0.0
3903,1,0.0
479,1,63.0
1917,1,7.0
2596,1,6.0
4275,1,6.0
3825,1,30.0
3810,1,5.0
4336,1,10.0
2343,1,81.0
3157,1,14.0
2126,1,22.0
4257,1,22.0
4447,1,0.0
4629,1,1.0
4466,1,80.0
4097,1,43.0
4201,1,5.0
3672,1,4.0
4152,1,3.0
3582,1,37.0
3798,1,5.0
3797,1,3.0
3885,1,6.0
3866,1,42.0
1305,1,17.0
3119,1,191.0
4316,1,2.0
3307,1,16.0
3925,1,7.0
3904,1,1.0
3686,1,7.0
3702,1,2.0
5079,1,0.0
3170,1,17.0
4777,1,5.0
3046,1,28.0
2835,1,0.0
3570,1,0.0
2833,1,2.0
2834,1,4.0
4539,1,10.0
4630,1,16.0
3617,1,3.0
2699,1,9.0
4250,1,2.0
3740,1,12.0
4384,1,10.0
3098,1,12.0
3094,1,3.0
4667,1,4.0
3615,1,6.0
4215,1,7.0
3831,1,0.0
3044,1,53.0
3034,1,25.0
1101,1,2.0
4279,1,15.0
2323,1,8.0
4804,1,13.0
4904,1,0.0
3265,1,27.0
4973,1,0.0
4198,1,1.0
4248,1,7.0
3506,1,0.0
2163,1,41.0
5134,1,0.0
4511,1,30.0
4642,1,0.0
5524,1,0.0
3521,1,15.0
2555,1,12.0
3720,1,3.0
4211,1,6.0
4233,1,3.0
4634,1,0.0
4154,1,9.0
4431,1,10.0
3270,1,3.0
4352,1,1.0
3930,1,14.0
4405,1,13.0
1033,1,0.0
3767,1,2.0
2829,1,11.0
4278,1,11.0
3785,1,14.0
4249,1,3.0
4186,1,0.0
4057,1,1.0
5041,1,0.0
3440,1,28.0
4344,1,3.0
4498,1,12.0
2252,1,10.0
2912,1,0.0
4119,1,0.0
3240,1,2.0
4658,1,2.0
3714,1,1.0
4553,1,0.0
3804,1,0.0
4516,1,21.0
4430,1,5.0
4087,1,5.0
3820,1,17.0
2639,1,9.0
4273,1,1.0
4587,1,11.0
4665,1,1.0
3703,1,0.0
4161,1,0.0
3351,1,4.0
4224,1,20.0
3927,1,18.0
4270,1,3.0
3520,1,7.0
3708,1,4.0
4505,1,0.0
2419,1,3.0
2645,1,7.0
3895,1,4.0
3922,1,13.0
2906,1,5.0
3970,1,5.0
3968,1,27.0
3967,1,1.0
3147,1,0.0
2537,1,1.0
3738,1,0.0
4374,1,2.0
4353,1,7.0
4118,1,3.0
4202,1,0.0
4376,1,0.0
3268,1,7.0
3239,1,17.0
2536,1,2.0
2970,1,1.0
2097,1,1.0
2101,1,0.0
3156,1,0.0
4251,1,0.0
2680,1,13.0
3988,1,10.0
3105,1,3.0
317,1,18.0
3414,1,4.0
4705,1,0.0
2722,1,7.0
4787,1,0.0
2191,1,10.0
3153,1,0.0
4218,1,4.0
1042,1,8.0
4666,1,15.0
4714,1,1.0
4976,1,0.0
4980,1,0.0
5004,1,0.0
4053,1,0.0
3037,1,14.0
359,1,28.0
4439,1,9.0
3482,1,0.0
2166,1,13.0
5091,1,0.0
3973,1,22.0
3966,1,8.0
5267,1,0.0
1193,1,1.0
4362,1,0.0
4208,1,3.0
4293,1,0.0
2667,1,11.0
4889,1,0.0
1168,1,8.0
3979,1,9.0
574,1,4.0
4818,1,0.0
3317,1,8.0
4110,1,0.0
4977,1,0.0
5021,1,0.0
4974,1,0.0
3906,1,0.0
2514,1,27.0
4902,1,1.0
1304,1,16.0
3216,1,9.0
1336,1,42.0
1899,1,3.0
4836,1,0.0
2715,1,8.0
2837,1,1.0
4567,1,5.0
4247,1,6.0
5082,1,0.0
1109,1,0.0
3013,1,33.0
4828,1,0.0
3835,1,8.0
3953,1,4.0
3481,1,4.0
3042,1,6.0
3674,1,2.0
5284,1,0.0
5348,1,0.0
5410,1,0.0
3794,1,1.0
2788,1,0.0
3062,1,0.0
4238,1,4.0
4942,1,0.0
3518,1,0.0
3971,1,4.0
956,1,1.0
4380,1,0.0
4212,1,2.0
2492,1,0.0
4771,1,0.0
2554,1,0.0
3597,1,2.0
1139,1,0.0
1248,1,0.0
3035,1,9.0
2099,1,1.0
3954,1,0.0
2903,1,3.0
3824,1,2.0
3200,1,4.0
3168,1,1.0
4596,1,0.0
3626,1,0.0
1939,1,15.0
4164,1,3.0
4139,1,0.0
4832,1,0.0
5072,1,0.0
3876,1,0.0
3890,1,0.0
3726,1,0.0
3083,1,3.0
3260,1,0.0
2450,1,2.0
5246,1,0.0
1035,1,0.0
2842,1,1.0
1918,1,4.0
2178,1,6.0
2607,1,5.0
3492,1,1.0
4892,1,0.0
5083,1,0.0
5070,1,0.0
3762,1,0.0
3217,1,5.0
2784,1,0.0
337,1,0.0
5018,1,0.0
4287,1,1.0
1241,1,4.0
4500,1,1.0
4699,1,8.0
735,1,0.0
1067,1,8.0
2915,1,23.0
5301,1,0.0
3800,1,0.0
532,1,0.0
1038,1,0.0
3826,1,2.0
2562,1,2.0
2735,1,0.0
5069,1,0.0
4951,1,0.0
578,1,0.0
3717,1,0.0
1250,1,2.0
3232,1,2.0
1053,1,2.0
5131,1,0.0
694,1,18.0
2425,1,0.0
1140,1,0.0
4408,1,9.0
5317,1,0.0
2615,1,24.0
3142,1,0.0
3802,1,0.0
2071,1,0.0
3480,1,0.0
2796,1,0.0
3172,1,0.0
2331,1,0.0
3421,1,2.0
4950,1,0.0
4979,1,0.0
2227,1,0.0
4946,1,0.0
4719,1,0.0
3972,1,2.0
4651,1,0.0
3574,1,3.0
3731,1,0.0
2609,1,2.0
2410,1,7.0
5000,1,0.0
4911,1,0.0
4424,1,1.0
1105,1,5.0
2270,1,3.0
4711,1,0.0
4712,1,0.0
4537,1,0.0
3047,1,1.0
2251,1,0.0
4673,1,0.0
3169,1,0.0
5185,1,0.0
4826,1,0.0
4532,1,11.0
3946,1,12.0
2529,1,0.0
3760,1,5.0
4173,1,0.0
3989,1,0.0
4867,1,3.0
5136,1,0.0
4562,1,0.0
2592,1,1.0
5177,1,0.0
3808,1,8.0
4029,1,1.0
4296,1,1.0
4526,1,0.0
4543,1,0.0
4373,1,1.0
2420,1,1.0
4819,1,0.0
3116,1,0.0
4704,1,2.0
5051,1,0.0
2733,1,0.0
4507,1,0.0
4633,1,0.0
2911,1,0.0
4890,1,0.0
3605,1,0.0
527,1,1.0
2357,1,0.0
1902,1,17.0
4101,1,23.0
4188,1,0.0
3160,1,1.0
3598,1,0.0
2500,1,1.0
4964,1,0.0
4775,1,0.0
1031,1,0.0
4168,1,2.0
2403,1,6.0
2402,1,3.0
2656,1,4.0
4442,1,2.0
4843,1,0.0
3258,1,0.0
4269,1,0.0
4264,1,0.0
3543,1,0.0
2849,1,3.0
591,1,0.0
4503,1,0.0
4494,1,8.0
580,1,4.0
2670,1,0.0
4816,1,0.0
5255,1,0.0
5282,1,0.0
5273,1,0.0
2644,1,0.0
5330,1,0.0
4789,1,0.0
5403,1,0.0
2334,1,0.0
971,1,0.0
3056,1,0.0
4258,1,0.0
4443,1,0.0
3162,1,0.0
5088,1,0.0
4862,1,0.0
5066,1,0.0
5219,1,0.0
4377,1,1.0
3763,1,0.0
3502,1,0.0
3660,1,0.0
3884,1,2.0
4236,1,0.0
4713,1,3.0
3803,1,0.0
3256,1,0.0
2276,1,0.0
3796,1,0.0
4162,1,0.0
5142,1,0.0
4938,1,0.0
3969,1,1.0
5030,1,0.0
4274,1,2.0
1118,1,3.0
3776,1,0.0
4385,1,2.0
3076,1,0.0
1169,1,0.0
2918,1,1.0
2441,1,3.0
2819,1,0.0
2821,1,0.0
2576,1,8.0
362,1,5.0
3491,1,0.0
2684,1,0.0
1103,1,1.0
2401,1,5.0
3152,1,0.0
1866,1,7.0
2048,1,0.0
3585,1,3.0
3122,1,0.0
4769,1,0.0
2253,1,0.0
4527,1,0.0
3075,1,0.0
4169,1,0.0
4600,1,0.0
1306,1,0.0
5160,1,0.0
3814,1,3.0
3933,1,0.0
5441,1,0.0
707,1,0.0
416,1,4.0
3357,1,0.0
5396,1,0.0
4528,1,0.0
2293,1,0.0
3511,1,0.0
3690,1,5.0
4984,1,0.0
3189,1,0.0
5034,1,0.0
5033,1,0.0
2122,1,0.0
2367,1,0.0
1059,1,0.0
5224,1,0.0
2142,1,0.0
453,1,0.0
5178,1,0.0
3284,1,5.0
3575,1,3.0
4111,1,0.0
4329,1,3.0
3995,1,0.0
1108,1,0.0
2648,1,0.0
4995,1,0.0
5077,1,0.0
3194,1,1.0
4387,1,0.0
3410,1,0.0
4529,1,0.0
242,1,4.0
4058,1,2.0
4235,1,0.0
4824,1,0.0
4943,1,0.0
3844,1,0.0
3057,1,0.0
2795,1,0.0
2447,1,2.0
3883,1,2.0
3197,1,0.0
4975,1,0.0
576,1,2.0
590,1,0.0
5271,1,0.0
970,1,0.0
2577,1,0.0
2917,1,0.0
3960,1,0.0
4730,1,0.0
4400,1,0.0
3117,1,0.0
2739,1,8.0
4573,1,0.0
1178,1,0.0
5137,1,0.0
5046,1,0.0
4725,1,0.0
2279,1,0.0
4724,1,0.0
4863,1,0.0
5193,1,0.0
5031,1,0.0
4117,1,0.0
4566,1,2.0
4717,1,0.0
3547,1,1.0
4149,1,0.0
1993,1,0.0
4395,1,0.0
2785,1,0.0
2628,1,0.0
4994,1,0.0
3312,1,0.0
4454,1,0.0
2641,1,0.0
2551,1,9.0
300,1,3.0
2923,1,0.0
3840,1,1.0
3836,1,0.0
3918,1,0.0
2103,1,1.0
3261,1,0.0
4450,1,0.0
3064,1,1.0
5227,1,0.0
4765,1,0.0
5216,1,0.0
5217,1,0.0
5220,1,0.0
2117,1,0.0
3271,1,0.0
4929,1,0.0
3834,1,0.0
4926,1,0.0
4496,1,0.0
3888,1,0.0
5055,1,0.0
2102,1,1.0
5019,1,0.0
4531,1,3.0
1202,1,0.0
4637,1,9.0
3111,1,0.0
