PRODUCT_ID,PRODUCT_METADATA
3338,Nuts + Fruits
3696,Condiments
3200,Baking
3838,Desserts
3702,Chips + Crisps
3216,Desserts
3537,Bath + Body Care
3217,Gut Health
2623,Food + Drink
3711,Supplements
769,Gut Health
3714,Snack Bites
3568,Bath + Body Care
2099,Hot sauce
340,Soup + Broth
6423,Performance Nutrition
6686,Mixers
496,Fresh Bread
525,Sun Protection
3776,Condiments
594,Baked Goods
3267,Oil + Vinegar
3954,Superfood Mixes + Granola
3307,Snack Bars
857,Cookies
3130,Superfood Mixes + Granola
1126,Fresh Bread
1333,Juice
3501,RTD Coffee
3502,Shots + Elixirs
1263,Tea
3819,Coffee
290,Sodas
3544,Bath + Body Care
4516,RTD Coffee
3218,Spice + Seasoning
2463,Functional Foods
6702,Bath + Body Care
1147,Coffee
139,Condiments
865,Chocolate
2813,Supplements
3857,Bath + Body Care
3864,Bath + Body Care
2924,Cookies
1972,Mixers
2938,Kitchenware
3579,Bread
2966,Kitchenware
2976,Cookies
4531,Desserts
3017,RTD Coffee
3065,Honey
3055,Spice + Seasoning
3061,Spice + Seasoning
3122,Zero-Proof NA
291,Gut Health
4533,Spice + Seasoning
2416,Gut Health
896,Bread
2238,Hemp
584,Hemp
648,Hemp
1205,Zero-Proof NA
344,Sparkling
534,Tea
174,Tortillas + Wraps
962,Condiments
2214,Salsa + Dips
3883,RTD Coffee
723,Cheese + Plant Based Cheese
2349,Prepared Foods
1245,Confections
2132,Confections
1861,Confections
284,Chocolate
399,Chocolate
2578,Chocolate
2592,Hemp Ingestibles
938,Desserts
1029,Desserts
2528,Desserts
2429,Plant Based
2752,Desserts
364,Chips + Crisps
379,Coffee
2781,Coffee
262,Coffee
2122,Coffee
211,Fruit Spreads + Preserves
410,Fruit Spreads + Preserves
2033,Fruit Spreads + Preserves
2756,Hot sauce
1889,Hot sauce
279,Hot sauce
183,Hot sauce
1079,Nut + Seed Butter
3901,Bread
2254,Fruit Spreads + Preserves
325,Nut + Seed Butter
420,Nut + Seed Butter
2044,Nut + Seed Butter
2323,"Pasta, Noodles + Sauces"
2293,Sweeteners + Syrup
1895,Tea
2105,Baking
318,Baking
1106,Condiments
2016,"Olives, Pickles + Relish"
934,"Rice, Beans + Grains"
2136,"Sauces, Salsas + Dips"
223,"Sauces, Salsas + Dips"
330,Spice + Seasoning
1949,Spice + Seasoning
2341,Sausage
251,Spice + Seasoning
1898,Spice + Seasoning
825,Chips + Crisps
2439,Spice + Seasoning
4650,Baking
3626,Pets
683,"Sauces, Salsas + Dips"
1899,Cookies
1317,Performance Nutrition
3798,Supplements
3800,Plant Based Protein
1231,Supplements
568,Functional Foods
5261,Functional
1318,Coffee
4524,RTD Tea
3693,Oatmeal + cereals
3527,Snack Bites
3570,Spice + Seasoning
3874,RTD Coffee
3575,Coffee
2530,Jerky
3584,Baking
3033,Oral Care
2247,Functional
4534,Snack Bites
278,Plant Based
277,Plant Based
232,Chocolate
968,Condiments
670,Chocolate
1083,Hemp
571,Bread
2389,Bread
895,Bread
699,Desserts
2680,Plant Based
192,Coffee
2257,Hot sauce
281,Nut + Seed Butter
932,Baking
1884,Baking
927,"Olives, Pickles + Relish"
436,"Rice, Beans + Grains"
2833,"Olives, Pickles + Relish"
1055,"Olives, Pickles + Relish"
2029,"Sauces, Salsas + Dips"
215,"Sauces, Salsas + Dips"
444,Condiments
1155,Spice + Seasoning
228,Spice + Seasoning
2234,Cleaning 
2374,Coffee
3013,Plant Based
2903,Desserts
1937,Condiments
2965,Kitchenware
2667,Nuts + Fruits
368,Nuts + Fruits
1969,Nuts + Fruits
1928,Nuts + Fruits
2751,Nuts + Fruits
2166,Charcuterie
2715,Chips + Crisps
824,Chips + Crisps
951,Chips + Crisps
2260,Herbs + Botanicals
4037,Pets
816,Chips + Crisps
831,Nuts + Fruits
2405,Snack Bars
1178,Popped + Puffed
599,Snack Bars
495,Snack Bars
600,Snack Bars
2757,Snack Bars
811,Snack Bars
137,Superfood Mixes + Granola
1207,Snack Bars
2365,Snack Bites
2837,Crackers
6040,Superfood Mixes + Granola
6048,Kitchenware
3808,Chips + Crisps
6532,Tea
5283,Functional Foods
6104,"Sauces, Salsas + Dips"
5123,Tea
6187,Desserts
6142,Pets
6203,Pets
6171,Kitchenware
5615,Nut + Seed Butter
4395,Hemp
6555,Bath + Body Care
4954,Chips + Crisps
4666,Dairy + Plant Based Alternatives
5337,Hot sauce
4893,Hemp Ingestibles
6563,Mixers
6559,Oatmeal + cereals
3785,Bread
3717,Gut Health
4969,Mixers
3547,RTD Coffee
4973,Waters
4331,Sweeteners + Syrup
5124,Nuts + Fruits
5128,"Olives, Pickles + Relish"
4979,Shelf Stable Non-Dairy Milk
4341,Fruit Spreads + Preserves
4270,Baked Goods
4282,Supplements
6351,Personal Care
3111,Snack Bites
6354,Personal Care
6357,Spice + Seasoning
3871,RTD Tea
4728,Honey
4611,Condiments
4614,"Sauces, Salsas + Dips"
4442,Supplements
6604,Supplements
5019,Cleaning 
4376,Spice + Seasoning
4736,Supplements
4749,Snack Bars
5179,Oil + Vinegar
4373,Spice + Seasoning
5188,Hemp Edibles
5040,Condiments
5404,Sparkling
5559,Chocolate
3925,"Pasta, Noodles + Sauces"
5057,Coffee
5071,RTD Tea
5216,Baking
5221,Nut + Seed Butter
4787,Oil + Vinegar
247,Fresh Bread
4795,Kitchenware
415,Baking
4799,Hemp Topicals + Tinctures
1859,Coffee
3367,Supplements
3138,Waters
3106,Functional Foods
314,Crackers
6624,Tea
6641,Waters
6394,Cookies
3462,Nuts + Fruits
6634,"Pasta, Noodles + Sauces"
2717,Confections
4409,Nuts + Fruits
5616,Baking
6554,Chips + Crisps
6327,"Pasta, Noodles + Sauces"
573,Fresh Bread
4705,Chips + Crisps
4405,Functional Foods
6593,Bath + Body Care
5161,Snack Bars
5373,Pets
5173,Chips + Crisps
5014,Cleaning 
380,Desserts
4463,Tea
5394,Bath + Body Care
6157,Kitchenware
5041,Waters
6210,Cleaning 
4781,Personal Care
5212,Popped + Puffed
5224,Condiments
5223,Functional Foods
401,Coffee
5079,Functional
530,Fresh Bread
3104,Herbs + Botanicals
3359,Supplements
346,Cookies
3110,Jerky
6391,Performance Nutrition
2152,Hemp Topicals + Tinctures
3595,Shelf Stable Non-Dairy Milk
4992,Snack Bites
4770,Functional Foods
5072,Supplements
5074,Bath + Body Care
3370,Supplements
6623,Shots + Elixirs
6636,Bath + Body Care
6637,Bath + Body Care
6640,Chocolate
2716,Confections
6232,Nut + Seed Butter
6639,Sparkling
6396,Hemp
6403,Hemp Ingestibles
428,Soup + Broth
6245,Supplements
2370,"Pasta, Noodles + Sauces"
1201,Chocolate
2478,Dairy + Plant Based Alternatives
2666,Nuts + Fruits
2605,Snack Bars
2542,Hemp Ingestibles
4573,Chips + Crisps
5457,Functional Foods
4043,Coffee
5137,Functional
3688,Cheese + Plant Based Cheese
4708,"Pasta, Noodles + Sauces"
6603,Supplements
5017,Nut + Seed Butter
4499,Confections
243,Fresh Bread
6219,Personal Care
3602,Shelf Stable Non-Dairy Milk
6390,Jerky
4619,Supplements
6638,Bath + Body Care
6240,Hemp Topicals + Tinctures
2500,Crackers
5217,Baking
6404,Hemp Ingestibles
6246,Supplements
6249,Functional
6258,Pets
844,Juice
6260,"Pasta, Noodles + Sauces"
6262,Dessert
6411,Chocolate
2143,Snack Bites
1103,Condiments
6267,Chips + Crisps
6427,Chips + Crisps
6426,Hemp Ingestibles
6664,Zero-Proof NA
6669,Zero-Proof NA
6665,Chocolate
2204,Sodas
6441,Condiments
6450,Baking
2652,Fruit Spreads + Preserves
6461,Coffee
6680,Nuts + Fruits
6677,"Sauces, Salsas + Dips"
6689,Mixers
6695,Mixers
6708,Gut Health
6713,Nuts + Fruits
6711,"Sauces, Salsas + Dips"
606,Popped + Puffed
6709,Hemp Topicals + Tinctures
3771,Personal Care
3975,Snack Bites
3772,Hemp Ingestibles
6621,Functional
2264,Herbs + Botanicals
3612,Condiments
3615,"Rice, Beans + Grains"
391,Plant Based Milk
536,Fresh Bread
3774,Bath + Body Care
327,Snack Bars
524,Fresh Bread
559,Fresh Bread
512,Soup + Broth
602,Fresh Bread
1338,Supplements
705,Fresh Bread
628,Fresh Bread
3117,Snack Bars
616,Cookies
629,Tea
3266,Cheese + Plant Based Cheese
3116,Baked Goods
3142,Cookies
3464,Sweeteners + Syrup
2104,Baked Goods
603,Baked Goods
660,Tea
674,Chocolate
742,Fresh Bread
715,Snack Bites
736,Coffee
792,Tea
866,Chocolate
3277,Sparkling
3015,Zero-Proof NA
2842,Nut + Seed Butter
781,Tea
762,Juice
3474,Tea
840,Juice
845,Tea
871,Fresh Bread
3284,Sausage
4513,Hemp
3479,Hemp Ingestibles
4810,Functional
859,Coffee
3483,Sparkling
877,Fresh Bread
1082,Hemp
3480,Plant Based Protein
3421,Confections
899,Crackers
4514,Hemp
1331,Fresh Bread
3292,Snack Bars
947,Chips + Crisps
374,Baked Goods
3159,Snack Bites
3087,Sun Protection
632,Fresh Bread
5257,Personal Care
3485,Mixers
649,Soup + Broth
1022,Fresh Bread
988,Crackers
3961,"Rice, Beans + Grains"
1009,Fresh Bread
2854,Skin Care
1021,Fresh Bread
626,Fresh Bread
3304,RTD Coffee
1050,Cookies
242,Chocolate
3657,Tea
2493,Cookies
2467,"Pasta, Noodles + Sauces"
1328,Fresh Bread
3429,Baking
1125,Fresh Bread
3091,Bath + Skin Care
2027,Fresh Bread
1124,Fresh Bread
3162,"Pasta, Noodles + Sauces"
850,Tea
1136,Fresh Bread
1157,Tea
1158,Tea
1160,Tea
3674,Oil + Vinegar
1196,Sausage
3672,Oil + Vinegar
3660,Oatmeal + cereals
2576,Condiments
3435,Hemp
678,Baked Goods
1232,Supplements
1233,Supplements
1234,Supplements
1235,Supplements
1227,Fresh Bread
1219,Fresh Bread
3499,Crackers
1215,Fresh Bread
1282,Fresh Bread
1212,Fresh Bread
3169,Condiments
3511,Shots + Elixirs
3506,Condiments
3803,Spice + Seasoning
1242,Gut Health
1243,Gut Health
1237,Supplements
238,Cookies
3318,Sparkling
1262,Tea
2581,Tea
1315,Coffee
1314,Coffee
4521,RTD Tea
1292,Juice
1281,Fresh Bread
4520,Oil + Vinegar
1301,Juice
1053,Gut Health
1295,Juice
1236,Supplements
1325,Gut Health
2611,Meat + Seafood
2113,Mixers
3005,Nut + Seed Butter
3810,RTD Coffee
1308,Coffee
3681,"Rice, Beans + Grains"
3331,Baking
2230,Jerky
3328,Baking
1887,Hot sauce
1901,Cookies
3806,Functional Foods
3682,Hemp Topicals + Tinctures
2277,Coffee
1921,Fresh Bread
3176,Spice + Seasoning
1195,Sausage
2651,RTD Tea
3519,Oatmeal + cereals
3822,Desserts
3690,Condiments
3685,Waters
4816,Nut + Seed Butter
3189,Hemp Ingestibles
3691,Mixers
3194,Condiments
3831,Chocolate
2871,Desserts
3539,Bath + Body Care
2126,Cookies
2224,Fresh Bread
2148,"Sauces, Salsas + Dips"
3845,Functional
3349,Oatmeal + cereals
2311,Cookies
4527,Sodas
3849,Functional
246,Fresh Bread
2770,Chips + Crisps
2464,Juice
3352,Performance Nutrition
2363,Tea
3562,Bath + Body Care
3713,Supplements
2768,Snack Bites
3563,Bath + Body Care
2512,Juice
2093,Gut Health
543,Gut Health
3564,Skin Care
2510,Juice
545,Gut Health
3566,Bath + Body Care
214,Condiments
2641,Spice + Seasoning
2476,Fresh Bread
2486,Fresh Bread
3230,"Sauces, Salsas + Dips"
2525,Gut Health
2553,Tea
3859,Bath + Body Care
3720,Chips + Crisps
2646,Jerky
2533,Gut Health
842,Mixers
2829,Gut Health
2933,Kitchenware
2825,Bath + Body Care
2939,Kitchenware
1993,Mixers
2792,Supplements
366,Mixers
1970,Mixers
3578,Cookies
2948,Kitchenware
2940,Kitchenware
2967,Cookies
3581,Baking
2971,Coffee
1992,Mixers
2956,Kitchenware
2953,Kitchenware
3735,Baking
3025,Honey
3034,Cheese + Plant Based Cheese
5269,Superfood Mixes + Granola
3066,Meat + Seafood
2980,Baking
3738,Cookies
3036,Hemp
3054,Spice + Seasoning
2998,Supplements
3037,Zero-Proof NA
3243,"Rice, Beans + Grains"
3044,Sparkling
2446,Gut Health
5271,Crackers
2457,Waters
136,Gut Health
2918,Zero-Proof NA
774,Sodas
2458,Waters
2153,Functional
347,Waters
3072,Oral Care
1860,Coffee
2422,Waters
2421,Waters
853,Hemp
583,Hemp
2401,Hemp
2259,Coffee
2163,Waters
2393,Hemp
1004,Hemp
773,Sparkling
572,Sparkling
620,Desserts
2286,Dairy + Plant Based Alternatives
1271,Hemp
2496,Dairy + Plant Based Alternatives
5270,Crackers
582,Condiments
2211,Salsa + Dips
2722,Sparkling
2209,Cheese + Plant Based Cheese
398,Prepared Foods
186,Salsa + Dips
2092,Salsa + Dips
669,Confections
283,Confections
1941,Confections
815,Jerky
5603,Coffee
2728,Charcuterie
2397,Bacon
6298,"Sauces, Salsas + Dips"
4255,Snack Bites
4248,Coffee
5022,Condiments
6635,Bath + Body Care
6400,Hemp
2960,Kitchenware
6662,Honey
1169,Soup + Broth
6483,Chocolate
3743,Baking
3457,Hemp Topicals + Tinctures
654,Tea
835,Juice
2410,Jerky
1280,Fresh Bread
3345,Functional
2125,Coffee
3853,Oil + Vinegar
2428,RTD Coffee
1071,Zero-Proof NA
3058,Spice + Seasoning
1145,Condiments
1974,Chocolate
1089,Cheese + Plant Based Cheese
710,Salsa + Dips
1175,Fresh Bread
2210,Cheese + Plant Based Cheese
156,Chocolate
442,Chocolate
706,Confections
488,Chocolate
2003,Nuts + Fruits
1202,Confections
741,Chocolate
734,Chocolate
236,Chocolate
306,Chocolate
2789,Chocolate
1289,Chocolate
2019,Chocolate
421,Superfood Mixes + Granola
1078,Hemp
689,Hemp
2594,Hemp
1075,Hemp
577,Chocolate
476,Cookies
385,Cookies
2308,Appetizers + Snacks
2188,Confections
413,Confections
2307,Appetizers + Snacks
1209,Desserts
322,Cookies
612,Coffee
880,Desserts
288,Plant Based
1041,Plant Based
2727,Plant Based
1038,Plant Based
2304,Plant Based
2145,Coffee
1871,Coffee
2299,Plant Based
206,Fruit Spreads + Preserves
2177,Plant Based
537,Hot sauce
2653,Hot sauce
1926,Honey
1912,Honey
1911,Honey
1907,Hot sauce
1867,Hot sauce
172,Nut + Seed Butter
260,Hot sauce
2662,Baking
433,Nut + Seed Butter
2111,Nut + Seed Butter
1303,Nut + Seed Butter
3004,Nut + Seed Butter
3003,Nut + Seed Butter
1890,Hot sauce
367,Nut + Seed Butter
3777,Popped + Puffed
3929,Chips + Crisps
3089,Oral Care
3438,Hemp
1309,Coffee
3811,Oatmeal + cereals
2107,Food + Drink
5266,Oil + Vinegar
2477,Hemp
786,Waters
3531,Bath + Body Care
268,Desserts
979,Sparkling
882,Cheese + Plant Based Cheese
138,Chocolate
892,Plant Based
3962,"Rice, Beans + Grains"
2022,Nut + Seed Butter
581,Oatmeal + cereals
2912,Nut + Seed Butter
196,Oatmeal + cereals
240,Oatmeal + cereals
589,Oatmeal + cereals
1060,Oil + Vinegar
2444,Fruit Spreads + Preserves
2017,Oil + Vinegar
2794,Oil + Vinegar
848,"Pasta, Noodles + Sauces"
2361,Oatmeal + cereals
2466,"Pasta, Noodles + Sauces"
586,Oatmeal + cereals
5277,Kitchenware
256,"Pasta, Noodles + Sauces"
2103,Oil + Vinegar
203,"Pasta, Noodles + Sauces"
2726,"Pasta, Noodles + Sauces"
588,"Pasta, Noodles + Sauces"
910,Sweeteners + Syrup
335,Sweeteners + Syrup
2297,Sweeteners + Syrup
2295,Sweeteners + Syrup
914,Baking
1909,Tea
2296,Sweeteners + Syrup
1006,Baking
319,Baking
1229,Baking
2473,Condiments
1933,Condiments
2053,Condiments
2516,Condiments
1945,Condiments
435,"Rice, Beans + Grains"
908,"Olives, Pickles + Relish"
2319,"Olives, Pickles + Relish"
2432,"Olives, Pickles + Relish"
2075,"Rice, Beans + Grains"
867,"Rice, Beans + Grains"
2129,"Sauces, Salsas + Dips"
617,"Sauces, Salsas + Dips"
221,"Sauces, Salsas + Dips"
220,"Sauces, Salsas + Dips"
2407,"Sauces, Salsas + Dips"
216,"Sauces, Salsas + Dips"
2638,"Sauces, Salsas + Dips"
212,"Sauces, Salsas + Dips"
2106,"Sauces, Salsas + Dips"
1947,"Sauces, Salsas + Dips"
1964,"Sauces, Salsas + Dips"
1963,"Sauces, Salsas + Dips"
1011,Meat + Seafood
2240,"Sauces, Salsas + Dips"
1168,Meat + Seafood
226,Spice + Seasoning
2613,Meat + Seafood
438,Spice + Seasoning
331,Spice + Seasoning
1988,Spice + Seasoning
363,Spice + Seasoning
217,Spice + Seasoning
447,Spice + Seasoning
2551,Sausage
5432,Hemp
481,Fresh Bread
5078,Baked Goods
4507,RTD Coffee
687,"Rice, Beans + Grains"
2253,Hemp Edibles
1266,Baked Goods
658,Tea
686,"Sauces, Salsas + Dips"
712,Chocolate
740,Fresh Bread
778,Tea
3784,Snack Bites
3420,Nut + Seed Butter
3960,"Rice, Beans + Grains"
249,Baked Goods
4230,Cookies
1105,Food Service
754,Baked Goods
1198,Sausage
1174,Tea
1274,Tea
1264,Tea
1299,Jerky
3327,Baking
3147,Chips + Crisps
1896,Juice
2700,Tea
168,Bacon
2015,Fresh Bread
3096,Fresh Bread
3835,Shelf Stable Non-Dairy Milk
2149,"Sauces, Salsas + Dips"
3348,Nuts + Fruits
2668,Sodas
2108,Tea
1326,Gut Health
2723,Hemp Topicals + Tinctures
2487,Fresh Bread
748,Cookies
3561,Bath + Body Care
3712,Supplements
2433,Desserts
2101,Honey
2508,Juice
2531,Juice
3233,Sweeteners + Syrup
190,Cookies
676,Mixers
2906,Cookies
2931,Kitchenware
2934,Kitchenware
2841,Snack Bars
2929,Kitchenware
3729,Baking
2526,Charcuterie
2959,Kitchenware
2949,Kitchenware
3057,Nut + Seed Butter
2212,Shelf Stable Non-Dairy Milk
3880,Baking
795,Sodas
1878,Gut Health
2683,Functional
944,Hemp
2358,Sparkling
2532,Condiments
1104,Condiments
2354,Plant Based Milk
2176,Salsa + Dips
3884,RTD Coffee
2321,Prepared Foods
2469,Prepared Foods
1246,Confections
2091,Salsa + Dips
2269,Salsa + Dips
237,Salsa + Dips
204,Confections
1200,Confections
2660,Chocolate
3890,Nut + Seed Butter
672,Chocolate
2012,Chocolate
3891,Snack Bites
946,Hemp
558,Cookies
2595,Hemp
2599,Hemp
940,Chocolate
2350,Desserts
239,Cookies
394,Cookies
2169,Cookies
397,Cookies
271,Confections
2904,Desserts
1086,Plant Based
355,Desserts
373,Desserts
1040,Plant Based
354,Fruit Spreads + Preserves
837,Fruit Spreads + Preserves
182,Fruit Spreads + Preserves
293,Fruit Spreads + Preserves
1986,Fruit Spreads + Preserves
178,Hot sauce
1137,Hot sauce
2227,Hot sauce
333,Nut + Seed Butter
2006,Nut + Seed Butter
195,Oatmeal + cereals
369,Oatmeal + cereals
205,Oil + Vinegar
1983,Oil + Vinegar
2018,Oil + Vinegar
2324,"Pasta, Noodles + Sauces"
2144,Oatmeal + cereals
585,"Pasta, Noodles + Sauces"
2801,Oil + Vinegar
911,Sweeteners + Syrup
2615,Oatmeal + cereals
1910,Tea
1980,Sweeteners + Syrup
1982,Sweeteners + Syrup
1151,Condiments
440,Baking
2159,Baking
2077,Baking
2215,Condiments
1873,Condiments
2014,"Olives, Pickles + Relish"
222,"Sauces, Salsas + Dips"
2258,"Sauces, Salsas + Dips"
2633,"Sauces, Salsas + Dips"
356,"Sauces, Salsas + Dips"
248,"Sauces, Salsas + Dips"
261,"Sauces, Salsas + Dips"
1005,Meat + Seafood
2338,Sausage
2941,Kitchenware
903,Tea
2958,Kitchenware
789,Waters
878,Desserts
2313,Plant Based
310,Oatmeal + cereals
847,"Pasta, Noodles + Sauces"
338,"Pasta, Noodles + Sauces"
334,Sweeteners + Syrup
1936,Condiments
2045,"Sauces, Salsas + Dips"
1946,"Sauces, Salsas + Dips"
2167,Charcuterie
2182,Bacon
2964,Kitchenware
828,Chips + Crisps
2180,Bacon
2679,Spice + Seasoning
1194,Charcuterie
2450,Nuts + Fruits
1197,Charcuterie
4833,Cookies
2100,Charcuterie
2527,Charcuterie
2745,Nuts + Fruits
2767,Nuts + Fruits
1968,Nuts + Fruits
2748,Nuts + Fruits
2121,Nuts + Fruits
2665,Nuts + Fruits
2537,Chips + Crisps
175,Chips + Crisps
188,Nuts + Fruits
431,Chips + Crisps
862,Chips + Crisps
2687,Chips + Crisps
952,Chips + Crisps
166,Nuts + Fruits
818,Chips + Crisps
2261,Herbs + Botanicals
949,Chips + Crisps
4834,Sweeteners + Syrup
255,Chips + Crisps
2290,Nuts + Fruits
2876,Nuts + Fruits
2735,Nuts + Fruits
427,Nuts + Fruits
425,Nuts + Fruits
2031,Nuts + Fruits
2580,Popped + Puffed
2873,Nuts + Fruits
2777,Chips + Crisps
1108,Nuts + Fruits
312,Popped + Puffed
5286,Sweeteners + Syrup
858,Popped + Puffed
313,Popped + Puffed
2270,Superfood Mixes + Granola
2504,Snack Bars
1008,Snack Bars
311,Popped + Puffed
1046,Popped + Puffed
416,Popped + Puffed
2788,Snack Bars
2734,Nuts + Fruits
2694,Snack Bars
508,Snack Bars
507,Snack Bars
917,Snack Bars
2593,Popped + Puffed
810,Snack Bars
809,Snack Bars
370,Snack Bars
2377,Snack Bars
2028,Snack Bars
2375,Snack Bars
2043,Snack Bites
2921,Snack Bites
2922,Snack Bars
5287,"Sauces, Salsas + Dips"
875,Snack Bites
2355,Superfood Mixes + Granola
350,Snack Bars
2271,Superfood Mixes + Granola
955,Superfood Mixes + Granola
1043,Superfood Mixes + Granola
1140,Snack Bars
406,Superfood Mixes + Granola
2289,Superfood Mixes + Granola
424,Superfood Mixes + Granola
700,Superfood Mixes + Granola
315,Superfood Mixes + Granola
408,Superfood Mixes + Granola
2571,Superfood Mixes + Granola
5289,"Sauces, Salsas + Dips"
928,Superfood Mixes + Granola
2616,Superfood Mixes + Granola
2693,Superfood Mixes + Granola
1977,Superfood Mixes + Granola
1995,Superfood Mixes + Granola
643,Jerky
3920,Condiments
2541,Hemp Topicals + Tinctures
887,Hemp Ingestibles
888,Hemp Ingestibles
1149,Hemp Ingestibles
749,Hemp Ingestibles
4280,Snack Bites
6589,Bath + Body Care
6072,Sweeteners + Syrup
5175,Coffee
5180,Zero-Proof NA
4746,Snack Bites
5409,Functional
3604,Shelf Stable Non-Dairy Milk
6326,"Pasta, Noodles + Sauces"
5121,Baking
4711,Spice + Seasoning
4615,Desserts
5222,Nut + Seed Butter
3377,Supplements
6633,Nuts + Fruits
6397,Hemp
6429,Confections
3974,Snack Bites
6630,Shelf Stable Non-Dairy Milk
3255,Superfood Mixes + Granola
6456,Nuts + Fruits
3585,"Sauces, Salsas + Dips"
6476,Soup + Broth
478,Fresh Bread
3466,Coffee
3281,Bread
1284,Performance Nutrition
257,Tea
2468,Baking
986,Crackers
982,Crackers
5259,Hemp
3491,Oral Care
1128,Fresh Bread
1165,Cookies
1293,Juice
3339,RTD Coffee
3824,Superfood Mixes + Granola
191,Waters
3844,Snack Bites
4528,"Sauces, Salsas + Dips"
2598,Jerky
1922,Confections
3896,Superfood Mixes + Granola
2306,Plant Based
905,Sweeteners + Syrup
2305,Plant Based
1181,Nuts + Fruits
295,Nuts + Fruits
3911,Coffee
2076,Chips + Crisps
3946,Shots + Elixirs
359,Snack Bars
579,Snack Bars
2372,Cookies
3722,Baking
717,Gut Health
2817,Supplements
2820,Oral Care
3237,Hemp
1334,Mixers
775,Sodas
2165,Gut Health
3075,Functional
1141,Condiments
2035,Confections
4536,Spice + Seasoning
487,Chocolate
308,Chocolate
975,Hemp
945,Hemp
2396,Hemp
1272,Desserts
320,Desserts
2072,Desserts
2384,Fruit + Vegetables
409,Fruit Spreads + Preserves
414,Oatmeal + cereals
651,Condiments
480,Hot sauce
353,Tea
202,Baking
2160,Baking
2032,Condiments
509,Chips + Crisps
1130,Condiments
925,"Sauces, Salsas + Dips"
2131,"Sauces, Salsas + Dips"
181,Spice + Seasoning
473,Fresh Bread
771,Juice
4517,Functional
209,Cookies
3695,Cheese + Plant Based Cheese
2124,Coffee
528,RTD Tea
3843,Chocolate
544,Gut Health
3240,Hemp
3056,Nut + Seed Butter
1862,Confections
332,Confections
2600,Hemp
2445,Fruit Spreads + Preserves
2256,Confections
2356,Oatmeal + cereals
2650,"Pasta, Noodles + Sauces"
1950,Condiments
2098,Condiments
1223,Fresh Bread
4532,Plant Based
2090,"Olives, Pickles + Relish"
958,Prepared Foods
3002,Nuts + Fruits
830,Chips + Crisps
3008,Chips + Crisps
827,Chips + Crisps
2263,Herbs + Botanicals
446,Chips + Crisps
1915,Nuts + Fruits
1913,Nuts + Fruits
605,Popped + Puffed
2995,Popped + Puffed
2902,Snack Bites
4538,Functional
954,Snack Bites
2764,Snack Bars
2391,Snack Bites
1273,Superfood Mixes + Granola
2614,Snack Bars
337,Snack Bites
2783,Superfood Mixes + Granola
2128,Crackers
6691,Mixers
2228,Jerky
2928,Kitchenware
2470,Salsa + Dips
2577,"Olives, Pickles + Relish"
711,Chocolate
1001,Confections
1892,Fruit Spreads + Preserves
432,Chips + Crisps
1944,Chips + Crisps
477,Snack Bars
2138,Snack Bites
285,Chocolate
852,"Pasta, Noodles + Sauces"
2181,Bacon
2836,Crackers
790,Juice
5474,Nuts + Fruits
6376,Personal Care
3668,Functional
4500,Hemp Topicals + Tinctures
6218,Personal Care
1118,Food Service
5127,"Olives, Pickles + Relish"
5205,Baking
6415,Performance Nutrition
3388,Supplements
6683,Zero-Proof NA
3264,Personal Care
3455,Hemp Topicals + Tinctures
653,Tea
937,Confections
3761,Sparkling
2427,Coffee
1120,Fresh Bread
1159,Tea
3168,Condiments
3437,Coffee
3706,Mixers
3715,Performance Nutrition
1208,Tea
1192,Coffee
3571,Snack Bites
772,Coffee
2761,Condiments
357,Desserts
2438,Charcuterie
6496,Sweeteners + Syrup
2947,Kitchenware
2068,Mixers
1973,Chocolate
210,Cookies
2737,Sweeteners + Syrup
1063,Condiments
2872,Desserts
2670,Popped + Puffed
455,Snack Bars
6194,Cheese + Plant Based Cheese
5427,Cookies
4250,Coffee
5355,Hemp Ingestibles
6160,Kitchenware
5406,Hemp Ingestibles
4486,Plant Based
2241,Food + Drink
3355,Coffee
6352,Personal Care
5176,Oil + Vinegar
1250,Condiments
3103,Herbs + Botanicals
3100,Herbs + Botanicals
3372,Supplements
1294,Juice
3193,Coffee
6126,Spice + Seasoning
6405,Supplements
3489,Chocolate
1101,Condiments
6486,Snack Bars
485,Appetizers + Snacks
470,Juice
491,Confections
757,Fresh Bread
714,Fresh Bread
696,Soup + Broth
924,Condiments
219,"Sauces, Salsas + Dips"
592,Baked Goods
1297,Juice
1971,Mixers
234,Chocolate
939,"Olives, Pickles + Relish"
861,Spice + Seasoning
213,Spice + Seasoning
2709,Shots + Elixirs
2785,Superfood Mixes + Granola
1000,Jerky
2724,Functional Foods
2519,Baking
2925,Hemp Ingestibles
3445,Spice + Seasoning
3840,Supplements
2839,Nuts + Fruits
2920,Oil + Vinegar
1905,Sweeteners + Syrup
229,"Sauces, Salsas + Dips"
3998,Juice
6421,Honey
972,Sausage
1957,Chocolate
2217,Condiments
6363,Pets
3494,Cookies
266,Nuts + Fruits
2320,Crackers
3956,Crackers
2503,Snack Bites
901,Coffee
3481,Personal Care
3492,Baking
950,Popped + Puffed
1300,Juice
3326,Baking
2154,Fresh Bread
2139,Shots + Elixirs
2534,Juice
3865,Bath + Body Care
2932,Kitchenware
1059,Mixers
3068,Snack Bars
693,Hemp
619,Cookies
540,Sparkling
2484,Dairy + Plant Based Alternatives
170,Chocolate
179,Confections
2004,Nut + Seed Butter
