PRODUCT_ID,PRODUCT_METADATA
5049,Condiments
437,Nuts + Fruits
4489,Appetizers + Snacks
4780,Personal Care
5218,Chips + Crisps
4229,"Pasta, Noodles + Sauces"
4726,Cleaning 
5184,"Sauces, Salsas + Dips"
3598,Shelf Stable Non-Dairy Milk
3353,Hemp Topicals + Tinctures
4773,Food Service
4801,Oral Care
2555,Cookies
5234,Baking
185,Honey
193,Tea
244,Fresh Bread
3131,Fruit Spreads + Preserves
3354,Performance Nutrition
5235,Baking
5082,Juice
3362,Supplements
258,Tea
292,Honey
3254,Chocolate
3361,Supplements
3109,Hemp Ingestibles
3603,Shelf Stable Non-Dairy Milk
3134,Chocolate
3965,Snack Bars
3978,Snack Bites
6230,Personal Care
6393,Chocolate
2970,Functional
5621,Personal Care
4977,Gut Health
4343,Condiments
4691,"Rice, Beans + Grains"
6347,Hemp Ingestibles
4694,"Rice, Beans + Grains"
2621,RTD Coffee
4269,Chocolate
6264,"Pasta, Noodles + Sauces"
6579,Supplements
3394,Gut Health
4284,Supplements
3300,Supplements
6596,Bath + Body Care
4719,Baking
5012,Cleaning 
4424,Skin Care
6361,Plant Based Protein
4628,Hemp Ingestibles
6367,Honey
5167,Snack Bars
4625,Hemp Ingestibles
5009,Snack Bites
5181,Spice + Seasoning
5378,Superfood Mixes + Granola
5382,Snack Bites
4548,Tea
5399,Snack Bites
6378,Hemp Ingestibles
5033,Oral Care
5042,Gut Health
5207,Functional
6381,Functional
5043,Sodas
4485,Plant Based
4788,"Sauces, Salsas + Dips"
4785,Chips + Crisps
5208,Honey
4784,Kitchenware
4057,Cleaning 
4789,Nuts + Fruits
4791,Personal Care
4796,Kitchenware
3597,Coffee
1327,Cookies
5246,Snack Bars
272,Fresh Bread
6220,Personal Care
4221,Supplements
263,Cookies
2440,Spice + Seasoning
6227,Waters
3767,Dairy + Plant Based Alternatives
3608,"Rice, Beans + Grains"
377,Coffee
3135,Waters
254,Fresh Bread
6627,"Pasta, Noodles + Sauces"
133,Tea
6632,Shelf Stable Non-Dairy Milk
4006,Meat + Seafood
4000,Chips + Crisps
2518,Nuts + Fruits
4367,Supplements
5193,Functional
4502,Hemp Topicals + Tinctures
6388,Nut + Seed Butter
2250,Coffee
6241,Zero-Proof NA
6398,Bath + Body Care
6643,Nuts + Fruits
6244,Functional Foods
3766,Snack Bars
6647,Pets
6645,Hemp
3441,Condiments
6402,Hemp Ingestibles
6649,Coffee
6248,Popped + Puffed
6266,Hemp Topicals + Tinctures
6407,Charcuterie
6256,Hemp Edibles
6410,Bread
3098,Plant Based
6660,Bath + Body Care
3970,Desserts
6418,Honey
6661,Bath + Body Care
6419,Honey
6408,Bread
3356,Hemp Ingestibles
6428,Hemp
4222,Supplements
6431,Bath + Body Care
2037,Chocolate
5573,Hemp Topicals + Tinctures
1278,Chocolate
2838,Chocolate
6668,Popped + Puffed
6646,Pets
6673,Mixers
3510,Shots + Elixirs
6675,Nut + Seed Butter
6672,Mixers
6451,Bath + Body Care
6452,Desserts
6454,Desserts
6460,Coffee
6693,Mixers
6697,Mixers
6696,Mixers
6690,Mixers
3600,Plant Based Milk
6705,"Sauces, Salsas + Dips"
6699,Mixers
6704,Spice + Seasoning
6477,Spice + Seasoning
3112,Condiments
6479,Honey
6475,Baking
6481,Hemp Topicals + Tinctures
6482,Plant Based
396,Fresh Bread
6488,Coffee
763,Juice
6490,Popped + Puffed
6491,Soup + Broth
6495,Sweeteners + Syrup
6497,Sweeteners + Syrup
388,Cookies
883,Salsa + Dips
149,Coffee
3624,"Rice, Beans + Grains"
3617,"Pasta, Noodles + Sauces"
3768,Personal Care
468,Crackers
466,Cookies
465,Juice
498,Fresh Bread
3113,RTD Tea
500,Fresh Bread
1877,Gut Health
510,Soup + Broth
5251,Cheese + Plant Based Cheese
3401,Spice + Seasoning
3446,Spice + Seasoning
5252,Jerky
593,Baked Goods
597,Baked Goods
595,Baked Goods
252,Baked Goods
1863,Cookies
587,Fresh Bread
2064,Cookies
4807,Spice + Seasoning
4808,Spice + Seasoning
3140,Hemp Ingestibles
245,Fresh Bread
3450,Hemp Topicals + Tinctures
4511,Popped + Puffed
4509,Jerky
3413,Plant Based
3982,Hot sauce
3143,Zero-Proof NA
3460,Personal Care
698,Fresh Bread
3145,Condiments
718,Juice
720,Juice
671,Chocolate
702,Tea
3271,Hemp
713,Coffee
570,Functional Foods
814,Jerky
2844,Nut + Seed Butter
765,Juice
766,Juice
779,Tea
784,Juice
3085,Plant Based
2460,Waters
3484,"Sauces, Salsas + Dips"
3482,Chips + Crisps
4812,Nuts + Fruits
614,Baked Goods
876,Fresh Bread
3423,Zero-Proof NA
3126,Cookies
3762,Shots + Elixirs
633,Fresh Bread
1014,Fresh Bread
1015,Fresh Bread
1023,Fresh Bread
3299,Jerky
1024,Fresh Bread
3649,Hemp Ingestibles
983,Crackers
1020,Cookies
3160,Plant Based Protein
3128,"Sauces, Salsas + Dips"
3425,Snack Bars
1058,Fresh Bread
3161,Fruit Spreads + Preserves
523,Fresh Bread
3486,Oral Care
3488,Functional Foods
984,Crackers
1097,Coffee
3088,Bath + Skin Care
1121,Fresh Bread
752,Baked Goods
3430,Baking
755,Baked Goods
760,Baked Goods
1127,Fresh Bread
3163,"Rice, Beans + Grains"
1199,Sausage
3313,Baking
1179,Fresh Bread
1162,Cookies
1186,Coffee
1214,Fresh Bread
1226,Fresh Bread
1218,Fresh Bread
1010,Appetizers + Snacks
1217,Fresh Bread
3500,Supplements
3504,Functional
1135,Fresh Bread
3509,Shots + Elixirs
2114,Mixers
1312,Coffee
3325,Baking
3683,Hemp Ingestibles
1320,Coffee
3330,Baking
3812,Desserts
1900,Cookies
2278,Coffee
1923,Fresh Bread
4523,RTD Tea
2280,Coffee
2120,Spice + Seasoning
3521,Shots + Elixirs
1996,Fresh Bread
3344,Superfood Mixes + Granola
2050,Sweeteners + Syrup
2049,Oil + Vinegar
3837,Supplements
4819,Cookies
3548,RTD Coffee
3698,Jerky
3205,Honey
3550,Oatmeal + cereals
3560,Skin Care
3552,"Sauces, Salsas + Dips"
2147,"Sauces, Salsas + Dips"
2189,Coffee
2218,Jerky
3558,Bath + Body Care
2452,Cookies
3351,"Pasta, Noodles + Sauces"
3567,Bath + Body Care
3718,Plant Based
4494,Zero-Proof NA
4738,Baking
6659,Tea
6420,Honey
2626,Cheese + Plant Based Cheese
5250,Zero-Proof NA
395,Fresh Bread
6492,Functional
3398,Sweeteners + Syrup
3262,Shelf Stable Non-Dairy Milk
719,Juice
3778,Hemp
3439,Personal Care
3786,Personal Care
3787,Personal Care
4515,Nut + Seed Butter
971,Jerky
3312,Honey
3321,Baking
1310,Coffee
1302,Fresh Bread
1298,Juice
1961,Fresh Bread
4820,Functional Foods
2524,Juice
541,Gut Health
2521,Juice
2809,Bath + Body Care
2529,Jerky
3573,Sausage
2796,Jerky
2798,Cleaning 
1028,Mixers
2968,Nuts + Fruits
2926,Kitchenware
2178,Salsa + Dips
2951,Kitchenware
3583,Baking
3063,Skin Care
3048,Chips + Crisps
3732,Baking
5267,Cookies
3070,Oral Care
3038,Shots + Elixirs
3060,Spice + Seasoning
3062,Spice + Seasoning
3046,Hemp
452,Shots + Elixirs
3071,Hemp
2216,Shelf Stable Non-Dairy Milk
3076,Hemp
2456,Waters
2462,Waters
2461,Waters
709,Hemp
2127,Hemp
783,Sparkling
2481,Dairy + Plant Based Alternatives
601,Tortillas + Wraps
2009,Confections
1886,Confections
890,Confections
2057,Chocolate
2536,Chocolate
2058,Chocolate
1143,Chocolate
307,Chocolate
868,Chocolate
2036,Chocolate
2579,Chocolate
1074,Hemp
801,Chocolate
429,Appetizers + Snacks
2360,Appetizers + Snacks
680,Desserts
679,Desserts
889,Plant Based
404,Sweeteners + Syrup
613,Coffee
184,Coffee
1872,Coffee
2248,Fruit Spreads + Preserves
3900,Baking
317,Fruit Spreads + Preserves
2041,Honey
227,Hot sauce
328,Nut + Seed Butter
418,Nut + Seed Butter
267,Nut + Seed Butter
2368,"Pasta, Noodles + Sauces"
869,Sweeteners + Syrup
913,Baking
931,Baking
933,Baking
2026,Condiments
1073,Condiments
1307,Condiments
851,"Rice, Beans + Grains"
1869,"Rice, Beans + Grains"
2023,"Rice, Beans + Grains"
2711,"Sauces, Salsas + Dips"
411,"Sauces, Salsas + Dips"
2699,Meat + Seafood
1868,Spice + Seasoning
157,Spice + Seasoning
2861,Kitchenware
1096,Kitchenware
6671,Zero-Proof NA
535,Fresh Bread
2480,Dairy + Plant Based Alternatives
1267,Baked Goods
3124,Superfood Mixes + Granola
3654,Sparkling
1330,Fresh Bread
4518,Oil + Vinegar
3317,Tortillas + Wraps
3675,Sparkling
2118,Fruit + Vegetables
3524,Hemp Ingestibles
4823,Superfood Mixes + Granola
2944,Kitchenware
2943,Kitchenware
2942,Kitchenware
2955,Kitchenware
3582,Baked Goods
1999,"Sauces, Salsas + Dips"
3064,Hot sauce
794,Waters
1306,Hemp
885,Chocolate
2175,Salsa + Dips
430,Prepared Foods
457,Prepared Foods
2394,Cheese + Plant Based Cheese
519,Chocolate
886,Chocolate
2060,Confections
2164,Chocolate
1958,Fruit Spreads + Preserves
1939,Hot sauce
1888,Hot sauce
351,Nut + Seed Butter
1037,Sweeteners + Syrup
870,Condiments
225,"Sauces, Salsas + Dips"
920,Spice + Seasoning
3906,Desserts
2342,Sausage
3689,Nuts + Fruits
598,Desserts
2034,Condiments
200,Nuts + Fruits
2664,Nuts + Fruits
891,Soup + Broth
412,Chips + Crisps
2001,Chips + Crisps
1962,Chips + Crisps
426,Nuts + Fruits
808,Snack Bars
2774,Popped + Puffed
1903,Snack Bars
1904,Snack Bars
2743,Snack Bites
423,Superfood Mixes + Granola
611,Superfood Mixes + Granola
2784,Superfood Mixes + Granola
2459,Hemp Ingestibles
6527,Tea
5099,Desserts
6151,Kitchenware
6202,Nut + Seed Butter
5601,Hemp
3801,Personal Care
6172,Kitchenware
6188,Hemp Topicals + Tinctures
4316,"Sauces, Salsas + Dips"
5471,Nuts + Fruits
5925,Personal Care
5115,Zero-Proof NA
6328,Soup + Broth
4168,RTD Coffee
4976,Hemp
4687,Soup + Broth
4700,Bread
511,Soup + Broth
4709,"Pasta, Noodles + Sauces"
4012,Baking
4413,Desserts
5145,Skin Care
4606,Performance Nutrition
2193,Nuts + Fruits
4724,Cleaning 
5000,Soup + Broth
4430,Gut Health
5007,Snack Bars
5169,Chips + Crisps
5178,Zero-Proof NA
6371,Functional
378,Superfood Mixes + Granola
5023,Condiments
4469,Oatmeal + cereals
2447,Plant Based Protein
6584,Supplements
1967,Fruit Spreads + Preserves
5407,Hemp Ingestibles
4771,Oil + Vinegar
4481,Oral Care
5058,Coffee
4786,Snack Bites
5062,Personal Care
4487,Plant Based
6213,Condiments
4792,Kitchenware
6215,Cleaning 
6387,Nut + Seed Butter
3440,Snack Bites
2119,Snack Bars
6389,Nut + Seed Butter
2322,"Pasta, Noodles + Sauces"
3606,Condiments
4505,Popped + Puffed
6225,Mixers
6685,Mixers
5445,Nut + Seed Butter
5112,Supplements
4831,Fruit + Vegetables
6333,Functional
4592,Baking
5131,Plant Based
5363,Supplements
6590,Performance Nutrition
2645,Jerky
3924,Zero-Proof NA
5171,Chips + Crisps
5185,"Sauces, Salsas + Dips"
5024,Condiments
6617,Shelf Stable Non-Dairy Milk
4477,Zero-Proof NA
6214,Cleaning 
4497,Crackers
5077,Crackers
3596,Coffee
275,Fresh Bread
3966,Nuts + Fruits
4805,Baking
3133,Tea
3105,Nut + Seed Butter
1018,Fresh Bread
6229,Nut + Seed Butter
4360,Desserts
6618,Tea
1287,Hemp
6236,Coffee
2040,Confections
5276,Baked Goods
3734,Baking
2102,Spice + Seasoning
4886,Hemp Ingestibles
6018,Cleaning 
4311,Oral Care
5028,Performance Nutrition
4495,Chocolate
746,Fresh Bread
6599,Supplements
5393,Bath + Body Care
3981,Fruit Spreads + Preserves
3719,Plant Based
6247,Honey
6648,Snack Bars
6251,Hemp
5557,Functional
3969,Popped + Puffed
6272,Supplements
6406,Functional
6263,"Pasta, Noodles + Sauces"
6265,"Pasta, Noodles + Sauces"
6414,Chocolate
6417,Honey
6422,Honey
970,Condiments
3601,Hemp Topicals + Tinctures
6268,Chips + Crisps
6273,Chocolate
403,Cookies
5564,Performance Nutrition
6682,Meat + Seafood
6448,Bath + Body Care
4508,RTD Coffee
2095,Hot sauce
3932,"Sauces, Salsas + Dips"
5255,Nuts + Fruits
6463,Soup + Broth
6457,Nuts + Fruits
6701,Bath + Body Care
3971,Food Service
6706,Condiments
3931,"Rice, Beans + Grains"
2606,Cheese + Plant Based Cheese
3742,Functional Foods
6714,Popped + Puffed
1994,Mixers
6498,Sodas
6234,Cookies
6642,Waters
458,Soup + Broth
538,Fresh Bread
1025,Fresh Bread
2847,Kitchenware
627,Fresh Bread
1017,Fresh Bread
578,Crackers
1216,Fresh Bread
2287,Juice
3285,Bread
3796,"Sauces, Salsas + Dips"
1893,Fresh Bread
2492,Cookies
2554,Snack Bars
3574,Fruit Spreads + Preserves
2907,Cookies
2930,Kitchenware
2981,Snack Bites
3067,Snack Bars
2472,Dairy + Plant Based Alternatives
2483,Dairy + Plant Based Alternatives
352,Desserts
2905,Plant Based Protein
2002,Nuts + Fruits
974,Chocolate
422,Superfood Mixes + Granola
2229,Jerky
3737,Cookies
2331,Zero-Proof NA
2771,Condiments
677,Desserts
441,Desserts
2013,Snack Bites
4832,Appetizers + Snacks
3174,Nut + Seed Butter
4692,"Rice, Beans + Grains"
4274,"Sauces, Salsas + Dips"
4990,Pets
5142,Functional
6601,Supplements
6358,Nuts + Fruits
4618,Supplements
4610,Baked Goods
1180,Nuts + Fruits
6392,"Olives, Pickles + Relish"
5148,Skin Care
5164,Chocolate
5011,Snack Bars
3968,Popped + Puffed
6235,Chocolate
1206,Chocolate
297,Fresh Bread
2625,Plant Based
6707,RTD Tea
6399,Chips + Crisps
2059,Confections
2162,Meat + Seafood
3764,RTD Coffee
201,"Pasta, Noodles + Sauces"
1170,Baked Goods
443,Jerky
652,Tea
3977,Snack Bites
376,Popped + Puffed
618,Appetizers + Snacks
501,Fresh Bread
503,Fresh Bread
513,Soup + Broth
3775,Personal Care
3403,Spice + Seasoning
3115,Nut + Seed Butter
253,Fresh Bread
3980,Hot sauce
695,Juice
3451,Hemp Ingestibles
692,"Sauces, Salsas + Dips"
3083,RTD Coffee
684,"Sauces, Salsas + Dips"
630,Tea
3459,Hemp Ingestibles
3984,Hot sauce
691,Fresh Bread
3146,Desserts
3239,Sparkling
659,Tea
655,Tea
657,Tea
637,Jerky
3780,Hemp
721,Juice
2547,Hemp Ingestibles
673,Chocolate
656,Tea
739,Juice
667,Chocolate
668,Chocolate
1290,Hot sauce
864,Chocolate
4809,Snack Bites
716,Tea
3414,Baking
923,Condiments
798,Tea
780,Tea
768,Juice
838,Juice
3153,RTD Tea
3757,RTD Tea
3949,Appetizers + Snacks
3947,"Sauces, Salsas + Dips"
365,Crackers
744,Fresh Bread
3476,Food Service
3280,"Olives, Pickles + Relish"
3154,Confections
1081,Hemp
3422,Fruit Spreads + Preserves
3086,Jerky
3286,"Sauces, Salsas + Dips"
1088,Cheese + Plant Based Cheese
980,Crackers
948,Chips + Crisps
1013,Fresh Bread
3653,Hemp
987,Crackers
3650,Hemp Ingestibles
3651,Hemp Topicals + Tinctures
3652,Hemp Ingestibles
1049,Cookies
1057,Fresh Bread
3763,Nuts + Fruits
3799,Dessert
904,Sweeteners + Syrup
1095,Cookies
767,Juice
1123,Fresh Bread
759,Baked Goods
3671,Mixers
1148,Coffee
1176,Fresh Bread
3164,Tea
4519,Oil + Vinegar
1156,Tea
1203,Tea
1213,Fresh Bread
1134,Fresh Bread
1288,Hemp
1258,Tea
1251,Tea
1259,Tea
3323,Baking
2150,"Sauces, Salsas + Dips"
2597,Meat + Seafood
1316,Coffee
3322,Baking
3329,Baking
3324,Baking
2231,Jerky
2283,Coffee
3094,Baking
3516,Jerky
2762,Gut Health
1920,Fresh Bread
1919,Fresh Bread
3687,Food + Drink
3684,Sparkling
3337,RTD Tea
3188,RTD Coffee
3823,Desserts
4818,Nut + Seed Butter
3197,Hemp Ingestibles
2142,Food Service
2183,Crackers
3836,Supplements
3841,Desserts
2146,Coffee
3834,"Sauces, Salsas + Dips"
936,Crackers
694,Juice
343,Gut Health
2329,Sweeteners + Syrup
2347,Cookies
2509,Juice
2520,Juice
2475,Fresh Bread
2535,Juice
2818,Skin Care
522,Gut Health
3861,Functional
2815,Bath + Skin Care
2810,Supplements
4824,Hemp Topicals + Tinctures
2917,Cookies
2799,Bath + Body Care
4530,"Sauces, Salsas + Dips"
2828,Cleaning 
2935,Kitchenware
2066,Mixers
3238,Bath + Body Care
3576,Coffee
3731,Baking
2498,Charcuterie
2950,Kitchenware
2972,Coffee
2952,Kitchenware
2999,Cookies
3878,Gut Health
3042,Sausage
2511,Juice
3069,Spice + Seasoning
793,Sodas
738,Functional
3073,Oral Care
3007,Shelf Stable Non-Dairy Milk
900,Hemp
1335,Hemp
2869,Shots + Elixirs
304,Sparkling
959,Sparkling
1324,RTD Tea
681,Desserts
527,RTD Tea
2245,Zero-Proof NA
167,Condiments
467,Condiments
484,Plant Based Milk
4535,Spice + Seasoning
2413,"Pasta, Noodles + Sauces"
2337,Confections
636,Salsa + Dips
316,Chocolate
326,Confections
303,Chocolate
1107,Chocolate
610,Confections
2065,Chocolate
2173,Chocolate
2449,Herbs + Botanicals
155,Chocolate
661,Hemp
2403,Hemp Ingestibles
2402,Hemp Ingestibles
3894,Coffee
1091,Appetizers + Snacks
1322,Appetizers + Snacks
2607,Bread
2094,Desserts
2901,Desserts
881,Desserts
2718,Plant Based Protein
2025,Coffee
1891,Fruit Spreads + Preserves
2133,Fruit Spreads + Preserves
2406,Hot sauce
2048,Hot sauce
1249,Nut + Seed Butter
806,Nut + Seed Butter
1026,Fresh Bread
3090,Oral Care
3829,Baking
3012,Supplements
2827,Skin Care
289,Sodas
270,Desserts
2008,Nut + Seed Butter
2110,Oil + Vinegar
2916,Nut + Seed Butter
591,Oatmeal + cereals
300,Sweeteners + Syrup
2292,Sweeteners + Syrup
5279,Confections
241,Baking
2996,Baking
533,Tea
2318,"Olives, Pickles + Relish"
2795,"Rice, Beans + Grains"
224,"Sauces, Salsas + Dips"
218,"Sauces, Salsas + Dips"
459,Meat + Seafood
2030,Spice + Seasoning
341,Spice + Seasoning
2793,Cleaning 
2937,Kitchenware
6269,Personal Care
3972,Desserts
472,Fresh Bread
504,Fresh Bread
663,Chocolate
777,Tea
841,Juice
776,Tea
3758,Hemp Ingestibles
3290,Nut + Seed Butter
3655,Tea
1065,Fresh Bread
464,Coffee
3119,Popped + Puffed
1185,Fresh Bread
1296,Juice
1924,Baked Goods
3095,Sausage
3350,Nuts + Fruits
2454,Juice
2339,Fresh Bread
2488,Fresh Bread
3863,Honey
349,Mixers
2426,Mixers
3580,Baking
3030,Skin Care
3733,Baking
893,Plant Based
2495,Dairy + Plant Based Alternatives
1144,Condiments
884,Plant Based Milk
187,Plant Based Milk
1087,Cheese + Plant Based Cheese
1090,Cheese + Plant Based Cheese
608,Confections
286,Confections
1211,Confections
361,Confections
708,Confections
1882,Chocolate
976,Chocolate
807,Chocolate
2609,Bread
302,Plant Based
516,Coffee
1991,Fruit Spreads + Preserves
2787,Oatmeal + cereals
2326,"Pasta, Noodles + Sauces"
2294,Sweeteners + Syrup
2588,Baking
915,Baking
1975,Baking
1932,Condiments
2046,Condiments
747,Crackers
486,Spice + Seasoning
1987,Spice + Seasoning
1897,Spice + Seasoning
2079,"Sauces, Salsas + Dips"
2797,Cleaning 
1193,Charcuterie
1054,Nuts + Fruits
294,Nuts + Fruits
198,Nuts + Fruits
820,Chips + Crisps
829,Chips + Crisps
2654,Herbs + Botanicals
417,Chips + Crisps
1978,Chips + Crisps
1916,Nuts + Fruits
1056,Popped + Puffed
2069,Nuts + Fruits
526,Snack Bars
1109,Nuts + Fruits
2078,Nuts + Fruits
5285,Functional Foods
531,Snack Bars
2978,Popped + Puffed
957,Snack Bars
556,Snack Bars
2244,Snack Bars
2589,Snack Bites
390,Superfood Mixes + Granola
348,Superfood Mixes + Granola
737,Superfood Mixes + Granola
2765,Snack Bites
1032,Superfood Mixes + Granola
3916,Condiments
898,Hemp Ingestibles
6115,Mixers
4772,Plant Based
6433,Bath + Body Care
392,Cookies
3260,Chips + Crisps
3158,Jerky
3797,Nuts + Fruits
1261,Tea
2156,Condiments
2491,Tea
1084,Spice + Seasoning
1277,Nuts + Fruits
3895,Desserts
2071,Hot sauce
1030,Superfood Mixes + Granola
4462,Dessert
2945,Kitchenware
3876,RTD Coffee
2288,Hemp
2497,Dairy + Plant Based Alternatives
609,Confections
2010,Chocolate
2644,Chocolate
879,Desserts
1102,Oil + Vinegar
2738,Sweeteners + Syrup
2835,Condiments
1938,Condiments
2834,Condiments
2701,Sodas
451,Gut Health
2448,Plant Based Protein
454,Coffee
386,Coffee
1935,Fruit Spreads + Preserves
2112,Nut + Seed Butter
2465,"Pasta, Noodles + Sauces"
1931,Condiments
2565,Tea
826,Chips + Crisps
2171,Herbs + Botanicals
823,Chips + Crisps
384,Popped + Puffed
2975,Snack Bars
1034,Snack Bars
1035,Snack Bars
2392,Snack Bites
5288,"Sauces, Salsas + Dips"
2000,Crackers
2760,Hemp Ingestibles
173,Tea
5265,Oil + Vinegar
375,Fruit Spreads + Preserves
2412,Hemp
2007,Nut + Seed Butter
1981,Sweeteners + Syrup
407,Superfood Mixes + Granola
6062,Spice + Seasoning
5093,Spice + Seasoning
4567,Nuts + Fruits
445,Gut Health
6355,Skin Care
5962,Personal Care
5293,Sweeteners + Syrup
3637,RTD Tea
4884,Oral Care
6548,Snack Bars
6201,Pets
4765,Plant Based
6395,Chips + Crisps
6243,Nut + Seed Butter
4649,Honey
5991,Cleaning 
5254,Snack Bars
4965,Coffee
5565,Hemp
4847,Oral Care
5520,Hemp Edibles
6143,Pets
3952,Dessert
4191,Oatmeal + cereals
5268,Snack Bites
6531,Tea
4883,Tea
4302,Oral Care
6546,Waters
4576,Skin Care
4890,Functional
4659,Functional
6170,Kitchenware
3914,Condiments
5611,Salsa + Dips
5462,Nuts + Fruits
4857,Condiments
5477,Nuts + Fruits
6566,Bath + Body Care
4585,Skin Care
5479,Nuts + Fruits
6564,Snack Bars
6339,Pets
3659,Oatmeal + cereals
4329,Sparkling
4974,Snack Bars
4690,"Rice, Beans + Grains"
4324,Sweeteners + Syrup
2628,Snack Bars
4333,Sweeteners + Syrup
1016,Fresh Bread
5386,Baked Goods
4695,Popped + Puffed
4593,Oatmeal + cereals
4980,Waters
5134,Sweeteners + Syrup
5136,Performance Nutrition
5364,Supplements
4349,Spice + Seasoning
6591,Bath + Body Care
4994,"Pasta, Noodles + Sauces"
4602,Baking
3875,RTD Coffee
6359,Superfood Mixes + Granola
4426,Skin Care
5156,RTD Coffee
4620,Supplements
6608,Supplements
4380,Oil + Vinegar
4758,Oral Care
6372,Honey
5186,"Sauces, Salsas + Dips"
4453,Dessert
5027,Functional Foods
6155,Kitchenware
4306,Performance Nutrition
6128,Baking
5458,Functional Foods
5617,Baking
4317,Performance Nutrition
5480,Superfood Mixes + Granola
3543,RTD Coffee
5357,Hemp Topicals + Tinctures
4276,Waters
5141,RTD Tea
4596,Hemp
5146,Skin Care
4369,Supplements
4441,Functional Foods
4443,Chocolate
4450,Hemp
4379,Spice + Seasoning
5354,Shots + Elixirs
6581,Performance Nutrition
5037,"Sauces, Salsas + Dips"
5410,Zero-Proof NA
4479,Snack Bars
5045,Mixers
6619,Supplements
6385,Pets
6207,Cleaning 
6384,Nut + Seed Butter
6216,Kitchenware
5055,Functional
4783,Personal Care
3964,Condiments
2556,Spice + Seasoning
274,Fresh Bread
5237,Honey
342,Fresh Bread
3080,Hemp
650,Fresh Bread
6629,Functional
6228,Mixers
3357,"Rice, Beans + Grains"
2242,Food + Drink
2494,Cookies
4689,"Pasta, Noodles + Sauces"
4264,Chips + Crisps
4350,Spice + Seasoning
3125,Sparkling
5138,Plant Based
3152,Hemp
5172,Chips + Crisps
4733,Baking
5195,Oil + Vinegar
6156,Kitchenware
5201,Functional
5054,Snack Bites
5060,Confections
5210,Zero-Proof NA
5066,Sparkling
5215,Nut + Seed Butter
5209,Honey
5065,Cleaning 
6209,Cleaning 
1061,Oil + Vinegar
4501,Hemp Topicals + Tinctures
4804,Baked Goods
5236,Honey
3607,Nut + Seed Butter
345,Cookies
6226,Mixers
4777,Nuts + Fruits
6296,Hemp Topicals + Tinctures
296,Juice
6233,Functional
6242,Zero-Proof NA
6430,"Sauces, Salsas + Dips"
6600,Supplements
6401,Hemp Ingestibles
6261,Desserts
4228,Spice + Seasoning
6424,Performance Nutrition
6271,Supplements
6425,Performance Nutrition
6270,Personal Care
6667,Sparkling
6276,Zero-Proof NA
6436,"Sauces, Salsas + Dips"
6674,Mixers
1997,Fresh Bread
6678,Condiments
6679,Tea
6455,Desserts
6687,Mixers
6688,Mixers
6694,Mixers
402,Cookies
6700,Bath + Body Care
6703,Functional
3081,Coffee
6710,Popped + Puffed
6478,Waters
6487,Snack Bars
6698,Mixers
6489,Hemp Topicals + Tinctures
6485,Desserts
3746,Popped + Puffed
4151,Popped + Puffed
6493,Appetizers + Snacks
3417,Plant Based Protein
6494,Sweeteners + Syrup
3443,RTD Coffee
372,Cookies
471,Juice
207,Oil + Vinegar
3114,Sausage
497,Fresh Bread
1880,Gut Health
265,Fresh Bread
3261,Superfood Mixes + Granola
521,Fresh Bread
453,Jerky
635,Fresh Bread
682,Fresh Bread
3467,Coffee
3461,RTD Coffee
393,Cookies
685,"Sauces, Salsas + Dips"
3410,Baking
502,Fresh Bread
690,Fresh Bread
662,Tea
701,Tea
3084,Nut + Seed Butter
3470,Jerky
2545,Hemp Ingestibles
812,Cookies
764,Juice
839,Juice
785,Tea
3279,RTD Coffee
745,Fresh Bread
873,Fresh Bread
874,Fresh Bread
3904,Desserts
3156,Chips + Crisps
791,Juice
3760,Coffee
943,Jerky
2284,Hemp Edibles
1019,Cookies
499,Fresh Bread
3487,Functional Foods
634,Fresh Bread
631,Fresh Bread
4813,Nuts + Fruits
3424,Gut Health
625,Fresh Bread
3791,Snack Bars
1047,Cookies
1051,Cookies
3301,Supplements
3493,Cookies
1177,Fresh Bread
1222,Fresh Bread
1230,Supplements
1228,Fresh Bread
3802,Spice + Seasoning
3172,Fruit Spreads + Preserves
3166,Charcuterie
1313,Coffee
1279,Juice
1291,Juice
1286,Juice
753,Baked Goods
2523,Juice
2661,Gut Health
2936,Kitchenware
3736,Baking
3052,Skin Care
788,Waters
2196,Cheese + Plant Based Cheese
1998,"Sauces, Salsas + Dips"
1080,Hemp
1268,Desserts
909,Sweeteners + Syrup
197,Nuts + Fruits
821,Chips + Crisps
2501,Snack Bites
1929,Snack Bites
1163,Sun Protection
2317,Charcuterie
4510,Snack Bites
336,Nuts + Fruits
817,Chips + Crisps
1269,Tea
854,Hemp Ingestibles
5514,Nuts + Fruits
2191,Jerky
3856,Baking
4971,Baked Goods
4293,RTD Coffee
5149,Sodas
4370,Supplements
6131,Supplements
4996,Spice + Seasoning
5401,Snack Bars
5198,Baking
4775,Oral Care
6386,Nut + Seed Butter
6221,Kitchenware
4504,RTD Tea
6222,Sparkling
4806,Spice + Seasoning
6626,Tea
4440,Functional Foods
1110,Chips + Crisps
3748,Functional Foods
3278,RTD Coffee
758,Fresh Bread
953,Chips + Crisps
1002,Coffee
1048,Cookies
751,Baked Goods
1224,Fresh Bread
3436,Hemp
3507,Condiments
194,Spice + Seasoning
3805,Condiments
2279,Coffee
2243,Tea
3814,Sodas
3180,Condiments
1917,Jerky
2281,Coffee
