product,week_start,sales
5415,2022-01-24,0
5427,2022-01-24,0
5428,2022-01-24,0
5436,2022-01-24,0
5454,2022-01-24,0
5456,2022-01-24,0
5477,2022-01-24,0
5484,2022-01-24,0
5532,2022-01-24,0
6267,2022-01-24,0
155,2022-01-31,0
156,2022-01-31,0
166,2022-01-31,0
242,2022-01-31,0
300,2022-01-31,3
317,2022-01-31,22
337,2022-01-31,4
359,2022-01-31,31
362,2022-01-31,0
372,2022-01-31,0
416,2022-01-31,0
453,2022-01-31,0
466,2022-01-31,4
479,2022-01-31,67
527,2022-01-31,9
532,2022-01-31,1
557,2022-01-31,0
574,2022-01-31,7
576,2022-01-31,0
578,2022-01-31,5
579,2022-01-31,0
580,2022-01-31,5
581,2022-01-31,4
590,2022-01-31,0
591,2022-01-31,3
605,2022-01-31,0
608,2022-01-31,0
694,2022-01-31,18
706,2022-01-31,0
707,2022-01-31,1
735,2022-01-31,0
846,2022-01-31,0
847,2022-01-31,0
852,2022-01-31,0
912,2022-01-31,0
916,2022-01-31,2
956,2022-01-31,3
970,2022-01-31,0
971,2022-01-31,0
975,2022-01-31,0
1031,2022-01-31,0
1033,2022-01-31,0
1035,2022-01-31,4
1038,2022-01-31,1
1041,2022-01-31,0
1042,2022-01-31,15
1053,2022-01-31,1
1059,2022-01-31,1
1067,2022-01-31,14
1101,2022-01-31,7
1102,2022-01-31,0
1103,2022-01-31,1
1105,2022-01-31,0
1107,2022-01-31,0
1108,2022-01-31,0
1109,2022-01-31,10
1118,2022-01-31,1
1139,2022-01-31,48
1140,2022-01-31,6
1168,2022-01-31,5
1169,2022-01-31,0
1178,2022-01-31,0
1193,2022-01-31,0
1202,2022-01-31,0
1241,2022-01-31,2
1248,2022-01-31,0
1250,2022-01-31,0
1287,2022-01-31,0
1288,2022-01-31,0
1289,2022-01-31,0
1304,2022-01-31,19
1305,2022-01-31,22
1306,2022-01-31,0
1336,2022-01-31,39
1866,2022-01-31,1
1867,2022-01-31,0
1899,2022-01-31,0
1900,2022-01-31,0
1902,2022-01-31,0
1917,2022-01-31,8
1918,2022-01-31,2
1939,2022-01-31,8
1960,2022-01-31,0
1993,2022-01-31,0
2030,2022-01-31,0
2048,2022-01-31,0
2071,2022-01-31,0
2097,2022-01-31,0
2098,2022-01-31,0
2099,2022-01-31,2
2101,2022-01-31,1
2102,2022-01-31,0
2103,2022-01-31,0
2117,2022-01-31,0
2122,2022-01-31,0
2126,2022-01-31,30
2138,2022-01-31,6
2142,2022-01-31,0
2158,2022-01-31,0
2163,2022-01-31,42
2166,2022-01-31,0
2177,2022-01-31,0
2178,2022-01-31,14
2184,2022-01-31,0
2190,2022-01-31,0
2191,2022-01-31,17
2193,2022-01-31,7
2227,2022-01-31,0
2251,2022-01-31,4
2252,2022-01-31,16
2253,2022-01-31,0
2270,2022-01-31,0
2276,2022-01-31,0
2277,2022-01-31,0
2279,2022-01-31,0
2292,2022-01-31,0
2293,2022-01-31,0
2309,2022-01-31,18
2317,2022-01-31,0
2323,2022-01-31,16
2331,2022-01-31,1
2333,2022-01-31,203
2334,2022-01-31,0
2343,2022-01-31,191
2357,2022-01-31,0
2367,2022-01-31,0
2387,2022-01-31,0
2389,2022-01-31,0
2401,2022-01-31,0
2402,2022-01-31,0
2403,2022-01-31,0
2409,2022-01-31,2
2410,2022-01-31,3
2412,2022-01-31,0
2419,2022-01-31,16
2420,2022-01-31,0
2425,2022-01-31,5
2441,2022-01-31,0
2447,2022-01-31,1
2448,2022-01-31,0
2450,2022-01-31,0
2492,2022-01-31,1
2500,2022-01-31,6
2514,2022-01-31,0
2529,2022-01-31,2
2536,2022-01-31,0
2537,2022-01-31,3
2551,2022-01-31,0
2552,2022-01-31,224
2554,2022-01-31,0
2555,2022-01-31,20
2562,2022-01-31,11
2571,2022-01-31,0
2576,2022-01-31,22
2577,2022-01-31,0
2583,2022-01-31,0
2587,2022-01-31,65
2589,2022-01-31,8
2592,2022-01-31,0
2593,2022-01-31,0
2596,2022-01-31,56
2607,2022-01-31,5
2609,2022-01-31,4
2610,2022-01-31,0
2614,2022-01-31,0
2615,2022-01-31,42
2616,2022-01-31,0
2619,2022-01-31,10
2623,2022-01-31,0
2628,2022-01-31,0
2639,2022-01-31,116
2641,2022-01-31,0
2644,2022-01-31,0
2645,2022-01-31,0
2648,2022-01-31,0
2656,2022-01-31,0
2659,2022-01-31,0
2667,2022-01-31,4
2670,2022-01-31,0
2679,2022-01-31,0
2680,2022-01-31,20
2684,2022-01-31,0
2699,2022-01-31,3
2715,2022-01-31,39
2718,2022-01-31,0
2722,2022-01-31,9
2727,2022-01-31,0
2733,2022-01-31,0
2734,2022-01-31,5
2735,2022-01-31,0
2739,2022-01-31,0
2740,2022-01-31,0
2748,2022-01-31,0
2751,2022-01-31,0
2753,2022-01-31,0
2756,2022-01-31,0
2757,2022-01-31,0
2763,2022-01-31,6
2782,2022-01-31,0
2784,2022-01-31,9
2785,2022-01-31,0
2788,2022-01-31,6
2795,2022-01-31,0
2796,2022-01-31,0
2800,2022-01-31,0
2814,2022-01-31,0
2819,2022-01-31,0
2821,2022-01-31,0
2829,2022-01-31,12
2830,2022-01-31,0
2832,2022-01-31,0
2833,2022-01-31,6
2834,2022-01-31,2
2835,2022-01-31,1
2836,2022-01-31,3
2837,2022-01-31,5
2842,2022-01-31,4
2849,2022-01-31,0
2903,2022-01-31,5
2906,2022-01-31,11
2907,2022-01-31,4
2911,2022-01-31,1
2912,2022-01-31,7
2914,2022-01-31,0
2915,2022-01-31,14
2916,2022-01-31,0
2917,2022-01-31,0
2918,2022-01-31,0
2923,2022-01-31,0
2931,2022-01-31,1
2970,2022-01-31,4
2975,2022-01-31,0
2978,2022-01-31,7
2995,2022-01-31,0
2999,2022-01-31,0
3001,2022-01-31,0
3005,2022-01-31,0
3013,2022-01-31,8
3034,2022-01-31,0
3035,2022-01-31,2
3037,2022-01-31,4
3042,2022-01-31,0
3044,2022-01-31,59
3046,2022-01-31,37
3047,2022-01-31,1
3054,2022-01-31,0
3055,2022-01-31,0
3056,2022-01-31,1
3057,2022-01-31,0
3058,2022-01-31,0
3059,2022-01-31,0
3060,2022-01-31,0
3062,2022-01-31,0
3064,2022-01-31,0
3065,2022-01-31,0
3068,2022-01-31,3
3069,2022-01-31,1
3070,2022-01-31,0
3071,2022-01-31,1
3075,2022-01-31,3
3076,2022-01-31,2
3080,2022-01-31,0
3083,2022-01-31,5
3094,2022-01-31,17
3098,2022-01-31,2
3105,2022-01-31,0
3111,2022-01-31,0
3112,2022-01-31,0
3114,2022-01-31,0
3116,2022-01-31,0
3117,2022-01-31,0
3119,2022-01-31,461
3122,2022-01-31,5
3124,2022-01-31,0
3141,2022-01-31,6
3142,2022-01-31,0
3147,2022-01-31,2
3149,2022-01-31,2
3152,2022-01-31,0
3153,2022-01-31,6
3155,2022-01-31,356
3156,2022-01-31,3
3157,2022-01-31,9
3159,2022-01-31,0
3160,2022-01-31,1
3162,2022-01-31,0
3166,2022-01-31,0
3167,2022-01-31,2
3168,2022-01-31,3
3169,2022-01-31,2
3170,2022-01-31,31
3172,2022-01-31,0
3173,2022-01-31,0
3174,2022-01-31,4
3175,2022-01-31,0
3189,2022-01-31,0
3194,2022-01-31,4
3197,2022-01-31,0
3200,2022-01-31,7
3216,2022-01-31,1
3217,2022-01-31,0
3232,2022-01-31,0
3239,2022-01-31,88
3240,2022-01-31,5
3255,2022-01-31,0
3256,2022-01-31,0
3258,2022-01-31,0
3260,2022-01-31,3
3261,2022-01-31,0
3262,2022-01-31,1
3264,2022-01-31,0
3265,2022-01-31,39
3268,2022-01-31,74
3270,2022-01-31,1
3271,2022-01-31,0
3280,2022-01-31,0
3283,2022-01-31,0
3284,2022-01-31,0
3304,2022-01-31,0
3307,2022-01-31,27
3312,2022-01-31,0
3317,2022-01-31,6
3344,2022-01-31,0
3351,2022-01-31,18
3357,2022-01-31,0
3401,2022-01-31,0
3405,2022-01-31,24
3410,2022-01-31,2
3414,2022-01-31,0
3417,2022-01-31,0
3421,2022-01-31,0
3440,2022-01-31,3
3443,2022-01-31,0
3446,2022-01-31,0
3480,2022-01-31,0
3481,2022-01-31,3
3482,2022-01-31,0
3483,2022-01-31,0
3486,2022-01-31,0
3491,2022-01-31,0
3492,2022-01-31,0
3496,2022-01-31,0
3502,2022-01-31,12
3506,2022-01-31,2
3511,2022-01-31,1
3516,2022-01-31,4
3518,2022-01-31,0
3520,2022-01-31,27
3521,2022-01-31,31
3527,2022-01-31,0
3543,2022-01-31,0
3547,2022-01-31,0
3548,2022-01-31,0
3560,2022-01-31,0
3570,2022-01-31,0
3571,2022-01-31,2
3574,2022-01-31,3
3575,2022-01-31,0
3576,2022-01-31,0
3579,2022-01-31,1
3580,2022-01-31,1
3582,2022-01-31,35
3584,2022-01-31,1
3585,2022-01-31,0
3595,2022-01-31,0
3597,2022-01-31,0
3598,2022-01-31,5
3605,2022-01-31,2
3607,2022-01-31,0
3612,2022-01-31,0
3615,2022-01-31,9
3617,2022-01-31,5
3624,2022-01-31,0
3626,2022-01-31,0
3639,2022-01-31,0
3659,2022-01-31,0
3660,2022-01-31,4
3668,2022-01-31,105
3671,2022-01-31,0
3672,2022-01-31,5
3674,2022-01-31,0
3676,2022-01-31,0
3686,2022-01-31,4
3689,2022-01-31,0
3690,2022-01-31,1
3691,2022-01-31,1
3701,2022-01-31,79
3702,2022-01-31,8
3703,2022-01-31,1
3708,2022-01-31,4
3714,2022-01-31,6
3715,2022-01-31,0
3717,2022-01-31,0
3718,2022-01-31,0
3719,2022-01-31,1
3720,2022-01-31,5
3726,2022-01-31,0
3737,2022-01-31,0
3738,2022-01-31,0
3740,2022-01-31,1
3748,2022-01-31,0
3760,2022-01-31,0
3762,2022-01-31,0
3763,2022-01-31,5
3764,2022-01-31,0
3765,2022-01-31,0
3767,2022-01-31,3
3776,2022-01-31,0
3785,2022-01-31,14
3793,2022-01-31,0
3794,2022-01-31,3
3796,2022-01-31,0
3797,2022-01-31,13
3798,2022-01-31,5
3799,2022-01-31,0
3800,2022-01-31,0
3801,2022-01-31,0
3802,2022-01-31,3
3803,2022-01-31,2
3804,2022-01-31,1
3808,2022-01-31,1
3810,2022-01-31,10
3814,2022-01-31,9
3819,2022-01-31,15
3820,2022-01-31,16
3824,2022-01-31,12
3825,2022-01-31,51
3826,2022-01-31,2
3829,2022-01-31,0
3831,2022-01-31,2
3834,2022-01-31,0
3835,2022-01-31,5
3836,2022-01-31,0
3837,2022-01-31,0
3838,2022-01-31,30
3840,2022-01-31,0
3844,2022-01-31,0
3849,2022-01-31,2
3853,2022-01-31,0
3857,2022-01-31,0
3863,2022-01-31,0
3864,2022-01-31,0
3866,2022-01-31,50
3875,2022-01-31,0
3876,2022-01-31,0
3880,2022-01-31,0
3883,2022-01-31,1
3884,2022-01-31,1
3885,2022-01-31,17
3888,2022-01-31,0
3890,2022-01-31,0
3891,2022-01-31,0
3895,2022-01-31,3
3901,2022-01-31,0
3902,2022-01-31,1
3903,2022-01-31,1
3904,2022-01-31,8
3906,2022-01-31,0
3907,2022-01-31,1
3918,2022-01-31,0
3922,2022-01-31,14
3924,2022-01-31,38
3925,2022-01-31,12
3926,2022-01-31,0
3927,2022-01-31,58
3929,2022-01-31,80
3930,2022-01-31,76
3931,2022-01-31,0
3932,2022-01-31,3
3933,2022-01-31,1
3946,2022-01-31,0
3953,2022-01-31,7
3954,2022-01-31,4
3956,2022-01-31,124
3958,2022-01-31,0
3960,2022-01-31,0
3961,2022-01-31,0
3962,2022-01-31,0
3964,2022-01-31,0
3966,2022-01-31,4
3967,2022-01-31,28
3968,2022-01-31,34
3969,2022-01-31,1
3970,2022-01-31,11
3971,2022-01-31,12
3972,2022-01-31,6
3973,2022-01-31,16
3979,2022-01-31,7
3987,2022-01-31,0
3988,2022-01-31,12
3989,2022-01-31,0
3995,2022-01-31,0
4017,2022-01-31,0
4029,2022-01-31,0
4035,2022-01-31,0
4048,2022-01-31,7
4053,2022-01-31,2
4057,2022-01-31,3
4058,2022-01-31,0
4059,2022-01-31,220
4074,2022-01-31,0
4087,2022-01-31,1
4091,2022-01-31,0
4096,2022-01-31,0
4097,2022-01-31,40
4101,2022-01-31,0
4110,2022-01-31,1
4111,2022-01-31,0
4117,2022-01-31,3
4118,2022-01-31,11
4119,2022-01-31,0
4124,2022-01-31,1
4131,2022-01-31,0
4136,2022-01-31,0
4139,2022-01-31,0
4149,2022-01-31,0
4151,2022-01-31,0
4152,2022-01-31,11
4154,2022-01-31,0
4155,2022-01-31,0
4156,2022-01-31,0
4157,2022-01-31,0
4161,2022-01-31,3
4162,2022-01-31,1
4163,2022-01-31,4
4164,2022-01-31,2
4165,2022-01-31,0
4168,2022-01-31,0
4169,2022-01-31,4
4173,2022-01-31,1
4180,2022-01-31,0
4186,2022-01-31,6
4188,2022-01-31,0
4189,2022-01-31,0
4198,2022-01-31,5
4199,2022-01-31,21
4201,2022-01-31,14
4202,2022-01-31,2
4207,2022-01-31,0
4208,2022-01-31,4
4211,2022-01-31,1
4212,2022-01-31,1
4215,2022-01-31,1
4218,2022-01-31,0
4219,2022-01-31,0
4221,2022-01-31,0
4222,2022-01-31,0
4224,2022-01-31,4
4231,2022-01-31,0
4233,2022-01-31,16
4235,2022-01-31,0
4236,2022-01-31,1
4238,2022-01-31,1
4244,2022-01-31,0
4247,2022-01-31,37
4248,2022-01-31,13
4249,2022-01-31,1
4250,2022-01-31,2
4251,2022-01-31,6
4257,2022-01-31,32
4258,2022-01-31,3
4261,2022-01-31,68
4262,2022-01-31,31
4264,2022-01-31,3
4266,2022-01-31,3
4269,2022-01-31,3
4270,2022-01-31,5
4273,2022-01-31,3
4274,2022-01-31,0
4275,2022-01-31,9
4276,2022-01-31,7
4278,2022-01-31,28
4279,2022-01-31,8
4287,2022-01-31,0
4293,2022-01-31,4
4296,2022-01-31,1
4305,2022-01-31,0
4316,2022-01-31,1
4327,2022-01-31,0
4329,2022-01-31,0
4334,2022-01-31,4
4336,2022-01-31,18
4343,2022-01-31,3
4344,2022-01-31,13
4352,2022-01-31,3
4353,2022-01-31,3
4354,2022-01-31,0
4362,2022-01-31,0
4373,2022-01-31,1
4374,2022-01-31,1
4376,2022-01-31,0
4377,2022-01-31,0
4378,2022-01-31,0
4379,2022-01-31,0
4380,2022-01-31,0
4381,2022-01-31,0
4382,2022-01-31,0
4384,2022-01-31,25
4385,2022-01-31,9
4387,2022-01-31,0
4395,2022-01-31,0
4400,2022-01-31,0
4402,2022-01-31,7
4403,2022-01-31,6
4405,2022-01-31,10
4408,2022-01-31,1
4422,2022-01-31,0
4424,2022-01-31,0
4426,2022-01-31,0
4430,2022-01-31,4
4431,2022-01-31,9
4439,2022-01-31,13
4442,2022-01-31,2
4443,2022-01-31,0
4447,2022-01-31,6
4450,2022-01-31,1
4451,2022-01-31,0
4454,2022-01-31,0
4466,2022-01-31,58
4477,2022-01-31,0
4480,2022-01-31,0
4484,2022-01-31,35
4494,2022-01-31,22
4496,2022-01-31,0
4498,2022-01-31,25
4499,2022-01-31,0
4500,2022-01-31,1
4501,2022-01-31,0
4502,2022-01-31,0
4503,2022-01-31,1
4505,2022-01-31,0
4507,2022-01-31,0
4511,2022-01-31,32
4516,2022-01-31,12
4521,2022-01-31,0
4526,2022-01-31,0
4527,2022-01-31,1620
4528,2022-01-31,0
4529,2022-01-31,0
4530,2022-01-31,0
4531,2022-01-31,0
4532,2022-01-31,0
4537,2022-01-31,0
4538,2022-01-31,0
4539,2022-01-31,18
4543,2022-01-31,3
4547,2022-01-31,0
4553,2022-01-31,21
4560,2022-01-31,6
4562,2022-01-31,0
4564,2022-01-31,0
4566,2022-01-31,0
4567,2022-01-31,6
4568,2022-01-31,0
4569,2022-01-31,0
4573,2022-01-31,0
4580,2022-01-31,1
4587,2022-01-31,6
4592,2022-01-31,0
4596,2022-01-31,8
4600,2022-01-31,0
4610,2022-01-31,0
4611,2022-01-31,0
4614,2022-01-31,4
4615,2022-01-31,6
4629,2022-01-31,11
4630,2022-01-31,15
4633,2022-01-31,0
4634,2022-01-31,4
4637,2022-01-31,0
4642,2022-01-31,18
4650,2022-01-31,0
4651,2022-01-31,0
4655,2022-01-31,6
4658,2022-01-31,10
4659,2022-01-31,20
4660,2022-01-31,0
4661,2022-01-31,4
4665,2022-01-31,13
4666,2022-01-31,6
4667,2022-01-31,1
4670,2022-01-31,0
4673,2022-01-31,0
4674,2022-01-31,0
4699,2022-01-31,0
4704,2022-01-31,1
4705,2022-01-31,38
4707,2022-01-31,0
4708,2022-01-31,0
4711,2022-01-31,0
4712,2022-01-31,0
4713,2022-01-31,0
4714,2022-01-31,4
4717,2022-01-31,0
4718,2022-01-31,0
4719,2022-01-31,0
4723,2022-01-31,0
4724,2022-01-31,0
4725,2022-01-31,0
4726,2022-01-31,0
4728,2022-01-31,0
4730,2022-01-31,0
4755,2022-01-31,0
4765,2022-01-31,0
4768,2022-01-31,53
4769,2022-01-31,0
4771,2022-01-31,2
4773,2022-01-31,0
4775,2022-01-31,0
4777,2022-01-31,13
4780,2022-01-31,0
4787,2022-01-31,0
4789,2022-01-31,0
4799,2022-01-31,0
4804,2022-01-31,0
4812,2022-01-31,0
4814,2022-01-31,0
4816,2022-01-31,0
4818,2022-01-31,0
4819,2022-01-31,0
4824,2022-01-31,0
4826,2022-01-31,0
4828,2022-01-31,0
4830,2022-01-31,0
4831,2022-01-31,0
4832,2022-01-31,0
4833,2022-01-31,0
4836,2022-01-31,0
4837,2022-01-31,0
4839,2022-01-31,1
4843,2022-01-31,0
4845,2022-01-31,0
4859,2022-01-31,1
4862,2022-01-31,0
4863,2022-01-31,0
4867,2022-01-31,12
4889,2022-01-31,0
4890,2022-01-31,0
4892,2022-01-31,0
4902,2022-01-31,8
4904,2022-01-31,9
4911,2022-01-31,0
4926,2022-01-31,0
4927,2022-01-31,0
4929,2022-01-31,0
4938,2022-01-31,0
4942,2022-01-31,0
4943,2022-01-31,0
4946,2022-01-31,0
4950,2022-01-31,0
4951,2022-01-31,0
4957,2022-01-31,0
4964,2022-01-31,0
4973,2022-01-31,2
4974,2022-01-31,0
4975,2022-01-31,0
4976,2022-01-31,20
4977,2022-01-31,0
4979,2022-01-31,0
4980,2022-01-31,0
4984,2022-01-31,0
4990,2022-01-31,0
4994,2022-01-31,0
4995,2022-01-31,0
4997,2022-01-31,0
5000,2022-01-31,0
5004,2022-01-31,7
5010,2022-01-31,0
5012,2022-01-31,0
5014,2022-01-31,0
5018,2022-01-31,3
5019,2022-01-31,0
5021,2022-01-31,12
5028,2022-01-31,0
5030,2022-01-31,0
5031,2022-01-31,0
5033,2022-01-31,0
5034,2022-01-31,0
5037,2022-01-31,0
5040,2022-01-31,0
5041,2022-01-31,0
5046,2022-01-31,0
5047,2022-01-31,0
5051,2022-01-31,0
5055,2022-01-31,0
5059,2022-01-31,0
5064,2022-01-31,0
5065,2022-01-31,0
5066,2022-01-31,0
5069,2022-01-31,0
5070,2022-01-31,0
5071,2022-01-31,0
5072,2022-01-31,0
5075,2022-01-31,0
5076,2022-01-31,0
5077,2022-01-31,0
5079,2022-01-31,0
5082,2022-01-31,0
5083,2022-01-31,0
5086,2022-01-31,0
5088,2022-01-31,0
5091,2022-01-31,0
5094,2022-01-31,0
5097,2022-01-31,0
5102,2022-01-31,0
5104,2022-01-31,0
5105,2022-01-31,0
5112,2022-01-31,0
5123,2022-01-31,0
5126,2022-01-31,0
5128,2022-01-31,0
5131,2022-01-31,0
5134,2022-01-31,0
5136,2022-01-31,0
5137,2022-01-31,0
5141,2022-01-31,0
5142,2022-01-31,0
5143,2022-01-31,0
5144,2022-01-31,0
5145,2022-01-31,0
5146,2022-01-31,0
5147,2022-01-31,0
5148,2022-01-31,0
5149,2022-01-31,0
5155,2022-01-31,0
5160,2022-01-31,0
5163,2022-01-31,0
5164,2022-01-31,0
5176,2022-01-31,0
5177,2022-01-31,0
5178,2022-01-31,0
5185,2022-01-31,0
5193,2022-01-31,0
5203,2022-01-31,0
5206,2022-01-31,0
5207,2022-01-31,0
5216,2022-01-31,0
5217,2022-01-31,0
5219,2022-01-31,0
5220,2022-01-31,0
5222,2022-01-31,0
5223,2022-01-31,0
5224,2022-01-31,0
5225,2022-01-31,0
5227,2022-01-31,0
5228,2022-01-31,0
5232,2022-01-31,0
5246,2022-01-31,0
5255,2022-01-31,0
5261,2022-01-31,0
5262,2022-01-31,0
5267,2022-01-31,0
5270,2022-01-31,0
5271,2022-01-31,0
5273,2022-01-31,0
5274,2022-01-31,0
5282,2022-01-31,0
5284,2022-01-31,0
5301,2022-01-31,0
5308,2022-01-31,0
5310,2022-01-31,0
5317,2022-01-31,0
5321,2022-01-31,0
5325,2022-01-31,0
5329,2022-01-31,0
5330,2022-01-31,0
5333,2022-01-31,0
5339,2022-01-31,0
5341,2022-01-31,0
5345,2022-01-31,0
5348,2022-01-31,0
5366,2022-01-31,0
5401,2022-01-31,0
5403,2022-01-31,0
5404,2022-01-31,0
5409,2022-01-31,0
5415,2022-01-31,0
5427,2022-01-31,0
5428,2022-01-31,0
5436,2022-01-31,0
5454,2022-01-31,0
5456,2022-01-31,0
5477,2022-01-31,0
5484,2022-01-31,0
5532,2022-01-31,0
6267,2022-01-31,0
155,2022-02-07,0
156,2022-02-07,0
166,2022-02-07,0
242,2022-02-07,0
300,2022-02-07,6
317,2022-02-07,35
337,2022-02-07,0
359,2022-02-07,24
362,2022-02-07,0
372,2022-02-07,0
416,2022-02-07,0
453,2022-02-07,5
466,2022-02-07,0
479,2022-02-07,45
527,2022-02-07,0
532,2022-02-07,3
557,2022-02-07,0
574,2022-02-07,16
576,2022-02-07,1
578,2022-02-07,2
579,2022-02-07,0
580,2022-02-07,1
581,2022-02-07,0
590,2022-02-07,0
591,2022-02-07,0
605,2022-02-07,0
608,2022-02-07,0
694,2022-02-07,20
706,2022-02-07,0
707,2022-02-07,0
735,2022-02-07,0
846,2022-02-07,0
847,2022-02-07,0
852,2022-02-07,0
912,2022-02-07,0
916,2022-02-07,0
956,2022-02-07,1
970,2022-02-07,0
971,2022-02-07,0
975,2022-02-07,0
1031,2022-02-07,0
1033,2022-02-07,1
1035,2022-02-07,0
1038,2022-02-07,2
1041,2022-02-07,0
1042,2022-02-07,12
1053,2022-02-07,0
1059,2022-02-07,0
1067,2022-02-07,3
1101,2022-02-07,2
1102,2022-02-07,0
1103,2022-02-07,0
1105,2022-02-07,5
1107,2022-02-07,0
1108,2022-02-07,0
1109,2022-02-07,10
1118,2022-02-07,7
1139,2022-02-07,0
1140,2022-02-07,12
1168,2022-02-07,19
1169,2022-02-07,0
1178,2022-02-07,0
1193,2022-02-07,1
1202,2022-02-07,0
1241,2022-02-07,6
1248,2022-02-07,0
1250,2022-02-07,0
1287,2022-02-07,2
1288,2022-02-07,0
1289,2022-02-07,0
1304,2022-02-07,7
1305,2022-02-07,23
1306,2022-02-07,8
1336,2022-02-07,50
1866,2022-02-07,3
1867,2022-02-07,1
1899,2022-02-07,3
1900,2022-02-07,0
1902,2022-02-07,0
1917,2022-02-07,5
1918,2022-02-07,4
1939,2022-02-07,1
1960,2022-02-07,0
1993,2022-02-07,0
2030,2022-02-07,0
2048,2022-02-07,3
2071,2022-02-07,0
2097,2022-02-07,2
2098,2022-02-07,0
2099,2022-02-07,0
2101,2022-02-07,0
2102,2022-02-07,1
2103,2022-02-07,0
2117,2022-02-07,0
2122,2022-02-07,0
2126,2022-02-07,50
2138,2022-02-07,9
2142,2022-02-07,1
2158,2022-02-07,0
2163,2022-02-07,27
2166,2022-02-07,8
2177,2022-02-07,0
2178,2022-02-07,13
2184,2022-02-07,0
2190,2022-02-07,0
2191,2022-02-07,3
2193,2022-02-07,1
2227,2022-02-07,2
2251,2022-02-07,1
2252,2022-02-07,6
2253,2022-02-07,0
2270,2022-02-07,0
2276,2022-02-07,0
2277,2022-02-07,0
2279,2022-02-07,0
2292,2022-02-07,0
2293,2022-02-07,1
2309,2022-02-07,16
2317,2022-02-07,1
2323,2022-02-07,5
2331,2022-02-07,0
2333,2022-02-07,167
2334,2022-02-07,2
2343,2022-02-07,147
2357,2022-02-07,0
2367,2022-02-07,0
2387,2022-02-07,1
2389,2022-02-07,0
2401,2022-02-07,44
2402,2022-02-07,0
2403,2022-02-07,2
2409,2022-02-07,0
2410,2022-02-07,9
2412,2022-02-07,3
2419,2022-02-07,20
2420,2022-02-07,2
2425,2022-02-07,1
2441,2022-02-07,0
2447,2022-02-07,1
2448,2022-02-07,1
2450,2022-02-07,0
2492,2022-02-07,0
2500,2022-02-07,6
2514,2022-02-07,29
2529,2022-02-07,3
2536,2022-02-07,6
2537,2022-02-07,0
2551,2022-02-07,0
2552,2022-02-07,149
2554,2022-02-07,3
2555,2022-02-07,25
2562,2022-02-07,5
2571,2022-02-07,0
2576,2022-02-07,0
2577,2022-02-07,20
2583,2022-02-07,0
2587,2022-02-07,52
2589,2022-02-07,0
2592,2022-02-07,0
2593,2022-02-07,0
2596,2022-02-07,48
2607,2022-02-07,3
2609,2022-02-07,2
2610,2022-02-07,0
2614,2022-02-07,0
2615,2022-02-07,19
2616,2022-02-07,0
2619,2022-02-07,8
2623,2022-02-07,0
2628,2022-02-07,0
2639,2022-02-07,2
2641,2022-02-07,0
2644,2022-02-07,0
2645,2022-02-07,2
2648,2022-02-07,0
2656,2022-02-07,3
2659,2022-02-07,0
2667,2022-02-07,23
2670,2022-02-07,0
2679,2022-02-07,0
2680,2022-02-07,21
2684,2022-02-07,0
2699,2022-02-07,2
2715,2022-02-07,5
2718,2022-02-07,0
2722,2022-02-07,5
2727,2022-02-07,0
2733,2022-02-07,0
2734,2022-02-07,0
2735,2022-02-07,0
2739,2022-02-07,0
2740,2022-02-07,0
2748,2022-02-07,0
2751,2022-02-07,0
2753,2022-02-07,0
2756,2022-02-07,0
2757,2022-02-07,0
2763,2022-02-07,10
2782,2022-02-07,0
2784,2022-02-07,0
2785,2022-02-07,0
2788,2022-02-07,2
2795,2022-02-07,0
2796,2022-02-07,0
2800,2022-02-07,0
2814,2022-02-07,0
2819,2022-02-07,0
2821,2022-02-07,0
2829,2022-02-07,12
2830,2022-02-07,1
2832,2022-02-07,0
2833,2022-02-07,16
2834,2022-02-07,0
2835,2022-02-07,0
2836,2022-02-07,0
2837,2022-02-07,2
2842,2022-02-07,2
2849,2022-02-07,0
2903,2022-02-07,11
2906,2022-02-07,65
2907,2022-02-07,5
2911,2022-02-07,2
2912,2022-02-07,13
2914,2022-02-07,0
2915,2022-02-07,7
2916,2022-02-07,0
2917,2022-02-07,0
2918,2022-02-07,0
2923,2022-02-07,0
2931,2022-02-07,0
2970,2022-02-07,0
2975,2022-02-07,0
2978,2022-02-07,8
2995,2022-02-07,0
2999,2022-02-07,0
3001,2022-02-07,0
3005,2022-02-07,0
3013,2022-02-07,21
3034,2022-02-07,9
3035,2022-02-07,0
3037,2022-02-07,11
3042,2022-02-07,7
3044,2022-02-07,43
3046,2022-02-07,47
3047,2022-02-07,2
3054,2022-02-07,0
3055,2022-02-07,1
3056,2022-02-07,3
3057,2022-02-07,1
3058,2022-02-07,2
3059,2022-02-07,3
3060,2022-02-07,0
3062,2022-02-07,2
3064,2022-02-07,6
3065,2022-02-07,0
3068,2022-02-07,0
3069,2022-02-07,3
3070,2022-02-07,0
3071,2022-02-07,0
3075,2022-02-07,0
3076,2022-02-07,0
3080,2022-02-07,0
3083,2022-02-07,3
3094,2022-02-07,10
3098,2022-02-07,7
3105,2022-02-07,3
3111,2022-02-07,0
3112,2022-02-07,0
3114,2022-02-07,3
3116,2022-02-07,9
3117,2022-02-07,3
3119,2022-02-07,267
3122,2022-02-07,0
3124,2022-02-07,2
3141,2022-02-07,0
3142,2022-02-07,0
