product,week_start,sales,last-1_week_sales,last-1_week_diff,last-2_week_sales,last-2_week_diff
5169,2022-03-28,0,0.0,0.0,0.0,0.0
5176,2022-03-28,0,0.0,0.0,0.0,-14.0
5177,2022-03-28,0,0.0,0.0,0.0,-14.0
5178,2022-03-28,0,7.0,7.0,0.0,0.0
5185,2022-03-28,11,6.0,-47.0,53.0,51.0
5193,2022-03-28,5,2.0,1.0,1.0,1.0
5203,2022-03-28,0,0.0,0.0,0.0,0.0
5206,2022-03-28,0,40.0,40.0,0.0,0.0
5207,2022-03-28,0,0.0,0.0,0.0,0.0
5216,2022-03-28,0,3.0,3.0,0.0,0.0
5217,2022-03-28,0,3.0,3.0,0.0,0.0
5219,2022-03-28,0,10.0,10.0,0.0,0.0
5220,2022-03-28,0,3.0,3.0,0.0,0.0
5222,2022-03-28,0,0.0,0.0,0.0,0.0
5223,2022-03-28,0,0.0,0.0,0.0,0.0
5224,2022-03-28,0,10.0,10.0,0.0,0.0
5225,2022-03-28,0,0.0,0.0,0.0,0.0
5226,2022-03-28,0,0.0,0.0,0.0,0.0
5227,2022-03-28,0,0.0,-3.0,3.0,1.0
5228,2022-03-28,0,28.0,28.0,0.0,0.0
5232,2022-03-28,39,0.0,0.0,0.0,0.0
5246,2022-03-28,73,22.0,22.0,0.0,0.0
5250,2022-03-28,0,0.0,0.0,0.0,0.0
5251,2022-03-28,0,0.0,0.0,0.0,0.0
5255,2022-03-28,0,0.0,0.0,0.0,0.0
5261,2022-03-28,0,0.0,0.0,0.0,0.0
5262,2022-03-28,0,0.0,0.0,0.0,0.0
5267,2022-03-28,0,0.0,0.0,0.0,0.0
5270,2022-03-28,0,0.0,-1.0,1.0,1.0
5271,2022-03-28,0,0.0,-3.0,3.0,3.0
5273,2022-03-28,0,24.0,24.0,0.0,0.0
5274,2022-03-28,0,0.0,0.0,0.0,0.0
5282,2022-03-28,0,0.0,0.0,0.0,0.0
5284,2022-03-28,0,0.0,0.0,0.0,0.0
5296,2022-03-28,0,0.0,0.0,0.0,0.0
5301,2022-03-28,0,0.0,0.0,0.0,0.0
5308,2022-03-28,0,0.0,0.0,0.0,0.0
5310,2022-03-28,0,0.0,0.0,0.0,0.0
5315,2022-03-28,0,0.0,0.0,0.0,0.0
5317,2022-03-28,0,0.0,0.0,0.0,0.0
5321,2022-03-28,0,0.0,0.0,0.0,0.0
5324,2022-03-28,0,0.0,0.0,0.0,0.0
5325,2022-03-28,0,2.0,2.0,0.0,0.0
5326,2022-03-28,0,0.0,0.0,0.0,0.0
5329,2022-03-28,0,0.0,0.0,0.0,0.0
5330,2022-03-28,0,0.0,0.0,0.0,0.0
5333,2022-03-28,0,0.0,0.0,0.0,0.0
5339,2022-03-28,0,0.0,0.0,0.0,0.0
5341,2022-03-28,0,0.0,0.0,0.0,0.0
5345,2022-03-28,0,0.0,0.0,0.0,0.0
5348,2022-03-28,0,0.0,0.0,0.0,0.0
5366,2022-03-28,0,0.0,0.0,0.0,0.0
5367,2022-03-28,0,0.0,0.0,0.0,0.0
5396,2022-03-28,0,0.0,0.0,0.0,0.0
5397,2022-03-28,0,0.0,0.0,0.0,0.0
5401,2022-03-28,0,0.0,0.0,0.0,0.0
5403,2022-03-28,0,0.0,0.0,0.0,0.0
5404,2022-03-28,0,0.0,0.0,0.0,0.0
5409,2022-03-28,0,0.0,0.0,0.0,0.0
5410,2022-03-28,0,0.0,0.0,0.0,0.0
5415,2022-03-28,0,0.0,0.0,0.0,0.0
5427,2022-03-28,0,0.0,0.0,0.0,0.0
5428,2022-03-28,0,0.0,0.0,0.0,0.0
5432,2022-03-28,0,0.0,0.0,0.0,0.0
5435,2022-03-28,0,0.0,0.0,0.0,0.0
5436,2022-03-28,0,0.0,0.0,0.0,0.0
5439,2022-03-28,0,0.0,0.0,0.0,0.0
5441,2022-03-28,0,0.0,0.0,0.0,0.0
5442,2022-03-28,0,0.0,0.0,0.0,0.0
5454,2022-03-28,0,0.0,0.0,0.0,0.0
5456,2022-03-28,0,0.0,0.0,0.0,0.0
5465,2022-03-28,0,0.0,0.0,0.0,0.0
5467,2022-03-28,0,0.0,0.0,0.0,0.0
5471,2022-03-28,0,0.0,0.0,0.0,0.0
5473,2022-03-28,0,0.0,0.0,0.0,0.0
5477,2022-03-28,0,0.0,0.0,0.0,0.0
5480,2022-03-28,0,0.0,0.0,0.0,0.0
5484,2022-03-28,0,0.0,0.0,0.0,0.0
5490,2022-03-28,0,0.0,0.0,0.0,0.0
5491,2022-03-28,0,0.0,0.0,0.0,0.0
5518,2022-03-28,0,0.0,0.0,0.0,0.0
5524,2022-03-28,0,0.0,0.0,0.0,0.0
5532,2022-03-28,0,0.0,0.0,0.0,0.0
5535,2022-03-28,0,0.0,0.0,0.0,0.0
5537,2022-03-28,0,0.0,0.0,0.0,0.0
5567,2022-03-28,0,0.0,0.0,0.0,0.0
5568,2022-03-28,0,0.0,0.0,0.0,0.0
5579,2022-03-28,0,0.0,0.0,0.0,0.0
5611,2022-03-28,0,0.0,0.0,0.0,0.0
5616,2022-03-28,0,0.0,0.0,0.0,0.0
6175,2022-03-28,0,0.0,0.0,0.0,0.0
6183,2022-03-28,0,0.0,0.0,0.0,0.0
6194,2022-03-28,0,0.0,0.0,0.0,0.0
6222,2022-03-28,0,0.0,0.0,0.0,0.0
6250,2022-03-28,0,0.0,0.0,0.0,0.0
6251,2022-03-28,0,0.0,0.0,0.0,0.0
6252,2022-03-28,0,0.0,0.0,0.0,0.0
6267,2022-03-28,0,0.0,0.0,0.0,0.0
6268,2022-03-28,0,0.0,0.0,0.0,0.0
6316,2022-03-28,0,0.0,0.0,0.0,0.0
6359,2022-03-28,0,0.0,0.0,0.0,0.0
155,2022-04-04,0,0.0,0.0,0.0,0.0
156,2022-04-04,0,0.0,0.0,0.0,0.0
166,2022-04-04,0,0.0,-2.0,2.0,2.0
175,2022-04-04,0,0.0,0.0,0.0,0.0
242,2022-04-04,0,0.0,0.0,0.0,0.0
300,2022-04-04,0,0.0,0.0,0.0,0.0
317,2022-04-04,3,3.0,-13.0,16.0,12.0
337,2022-04-04,0,0.0,0.0,0.0,0.0
359,2022-04-04,21,33.0,15.0,18.0,-26.0
362,2022-04-04,0,4.0,1.0,3.0,3.0
372,2022-04-04,0,5.0,5.0,0.0,-6.0
416,2022-04-04,2,0.0,-4.0,4.0,4.0
453,2022-04-04,0,0.0,0.0,0.0,-2.0
479,2022-04-04,34,52.0,3.0,49.0,-20.0
527,2022-04-04,0,7.0,7.0,0.0,-2.0
532,2022-04-04,0,0.0,0.0,0.0,-2.0
533,2022-04-04,0,0.0,0.0,0.0,0.0
557,2022-04-04,0,0.0,0.0,0.0,0.0
574,2022-04-04,11,10.0,2.0,8.0,-7.0
576,2022-04-04,2,0.0,-2.0,2.0,2.0
578,2022-04-04,10,0.0,-4.0,4.0,-5.0
579,2022-04-04,0,0.0,0.0,0.0,0.0
580,2022-04-04,0,0.0,-1.0,1.0,1.0
581,2022-04-04,0,0.0,0.0,0.0,-4.0
591,2022-04-04,0,0.0,0.0,0.0,0.0
605,2022-04-04,0,1.0,1.0,0.0,0.0
608,2022-04-04,0,2.0,2.0,0.0,0.0
609,2022-04-04,0,0.0,0.0,0.0,0.0
694,2022-04-04,26,13.0,-7.0,20.0,4.0
706,2022-04-04,0,0.0,0.0,0.0,0.0
707,2022-04-04,0,0.0,0.0,0.0,0.0
735,2022-04-04,0,4.0,4.0,0.0,0.0
846,2022-04-04,0,0.0,0.0,0.0,0.0
847,2022-04-04,0,0.0,0.0,0.0,0.0
852,2022-04-04,0,0.0,0.0,0.0,0.0
912,2022-04-04,0,0.0,0.0,0.0,0.0
916,2022-04-04,0,0.0,0.0,0.0,0.0
956,2022-04-04,0,1.0,-3.0,4.0,3.0
970,2022-04-04,1,0.0,0.0,0.0,-2.0
971,2022-04-04,7,2.0,2.0,0.0,-6.0
975,2022-04-04,0,0.0,0.0,0.0,0.0
1031,2022-04-04,0,2.0,2.0,0.0,0.0
1033,2022-04-04,17,4.0,3.0,1.0,-5.0
1035,2022-04-04,4,0.0,0.0,0.0,-4.0
1038,2022-04-04,0,0.0,0.0,0.0,0.0
1041,2022-04-04,0,0.0,0.0,0.0,0.0
1042,2022-04-04,4,2.0,-8.0,10.0,2.0
1053,2022-04-04,3,0.0,-8.0,8.0,4.0
1059,2022-04-04,0,0.0,-1.0,1.0,1.0
1067,2022-04-04,11,6.0,5.0,1.0,-36.0
1101,2022-04-04,3,6.0,3.0,3.0,-1.0
1103,2022-04-04,1,1.0,1.0,0.0,-2.0
1105,2022-04-04,9,4.0,1.0,3.0,1.0
1107,2022-04-04,0,0.0,0.0,0.0,0.0
1108,2022-04-04,0,0.0,0.0,0.0,0.0
1109,2022-04-04,0,0.0,0.0,0.0,0.0
1118,2022-04-04,8,7.0,3.0,4.0,-6.0
1139,2022-04-04,0,0.0,0.0,0.0,0.0
1140,2022-04-04,51,11.0,8.0,3.0,-23.0
1168,2022-04-04,9,8.0,-2.0,10.0,1.0
1169,2022-04-04,0,0.0,0.0,0.0,0.0
1178,2022-04-04,0,0.0,0.0,0.0,0.0
1193,2022-04-04,0,0.0,0.0,0.0,0.0
1202,2022-04-04,0,0.0,0.0,0.0,0.0
1241,2022-04-04,0,0.0,-5.0,5.0,5.0
1250,2022-04-04,0,0.0,0.0,0.0,0.0
1287,2022-04-04,0,0.0,0.0,0.0,0.0
1288,2022-04-04,0,0.0,0.0,0.0,0.0
1289,2022-04-04,0,0.0,0.0,0.0,0.0
1304,2022-04-04,5,16.0,9.0,7.0,-14.0
1305,2022-04-04,35,17.0,-6.0,23.0,-12.0
1306,2022-04-04,0,0.0,0.0,0.0,0.0
1323,2022-04-04,0,0.0,0.0,0.0,0.0
1336,2022-04-04,28,51.0,10.0,41.0,-3.0
1866,2022-04-04,0,2.0,-1.0,3.0,1.0
1867,2022-04-04,0,0.0,-1.0,1.0,0.0
1899,2022-04-04,3,0.0,-3.0,3.0,-14.0
1900,2022-04-04,0,0.0,-3.0,3.0,3.0
1902,2022-04-04,0,0.0,-4.0,4.0,4.0
1916,2022-04-04,0,0.0,0.0,0.0,0.0
1917,2022-04-04,10,7.0,3.0,4.0,2.0
1918,2022-04-04,8,9.0,7.0,2.0,-7.0
1939,2022-04-04,9,3.0,2.0,1.0,-3.0
1960,2022-04-04,0,0.0,0.0,0.0,0.0
1993,2022-04-04,0,0.0,0.0,0.0,-4.0
2048,2022-04-04,2,0.0,-1.0,1.0,-1.0
2071,2022-04-04,0,0.0,0.0,0.0,0.0
2097,2022-04-04,1,0.0,-1.0,1.0,0.0
2098,2022-04-04,1,0.0,0.0,0.0,0.0
2099,2022-04-04,1,0.0,0.0,0.0,-1.0
2101,2022-04-04,0,0.0,0.0,0.0,-2.0
2102,2022-04-04,0,1.0,1.0,0.0,0.0
2103,2022-04-04,0,0.0,0.0,0.0,0.0
2117,2022-04-04,0,0.0,0.0,0.0,-2.0
2122,2022-04-04,0,0.0,0.0,0.0,0.0
2126,2022-04-04,98,31.0,-4.0,35.0,-59.0
2138,2022-04-04,2,17.0,13.0,4.0,-3.0
2142,2022-04-04,1,3.0,3.0,0.0,-1.0
2158,2022-04-04,0,0.0,0.0,0.0,0.0
2163,2022-04-04,36,28.0,-7.0,35.0,-4.0
2166,2022-04-04,0,0.0,0.0,0.0,0.0
2178,2022-04-04,13,12.0,12.0,0.0,-18.0
2184,2022-04-04,0,0.0,0.0,0.0,0.0
2190,2022-04-04,0,0.0,0.0,0.0,0.0
2191,2022-04-04,3,0.0,-6.0,6.0,3.0
2193,2022-04-04,50,14.0,9.0,5.0,-15.0
2227,2022-04-04,1,0.0,0.0,0.0,0.0
2251,2022-04-04,1,0.0,0.0,0.0,-9.0
2252,2022-04-04,5,2.0,-3.0,5.0,-5.0
2253,2022-04-04,1,2.0,2.0,0.0,0.0
2270,2022-04-04,0,2.0,2.0,0.0,0.0
2276,2022-04-04,1,0.0,0.0,0.0,0.0
2277,2022-04-04,0,0.0,0.0,0.0,0.0
2279,2022-04-04,0,0.0,0.0,0.0,0.0
2292,2022-04-04,0,0.0,0.0,0.0,0.0
2293,2022-04-04,0,1.0,-2.0,3.0,0.0
2309,2022-04-04,8,14.0,-1.0,15.0,1.0
2317,2022-04-04,0,0.0,0.0,0.0,0.0
2323,2022-04-04,4,6.0,2.0,4.0,-14.0
2331,2022-04-04,0,1.0,1.0,0.0,0.0
2333,2022-04-04,181,198.0,89.0,109.0,-249.0
2334,2022-04-04,0,2.0,2.0,0.0,0.0
2343,2022-04-04,156,134.0,-39.0,173.0,-10.0
2367,2022-04-04,0,0.0,0.0,0.0,0.0
2387,2022-04-04,1,0.0,0.0,0.0,0.0
2389,2022-04-04,1,0.0,0.0,0.0,0.0
2401,2022-04-04,10,23.0,16.0,7.0,-15.0
2402,2022-04-04,2,0.0,0.0,0.0,-2.0
2403,2022-04-04,0,0.0,-2.0,2.0,2.0
2409,2022-04-04,0,0.0,0.0,0.0,0.0
2410,2022-04-04,0,0.0,0.0,0.0,0.0
2412,2022-04-04,0,0.0,0.0,0.0,0.0
2419,2022-04-04,4,2.0,-8.0,10.0,3.0
2420,2022-04-04,7,2.0,-1.0,3.0,2.0
2425,2022-04-04,2,0.0,-4.0,4.0,2.0
2441,2022-04-04,0,2.0,-4.0,6.0,6.0
2447,2022-04-04,0,0.0,0.0,0.0,0.0
2448,2022-04-04,0,0.0,0.0,0.0,0.0
2450,2022-04-04,0,0.0,0.0,0.0,0.0
2500,2022-04-04,18,15.0,2.0,13.0,-3.0
2514,2022-04-04,11,12.0,-4.0,16.0,-14.0
2529,2022-04-04,0,2.0,2.0,0.0,0.0
2536,2022-04-04,66,10.0,7.0,3.0,-4.0
2537,2022-04-04,1,0.0,-1.0,1.0,1.0
2551,2022-04-04,3,1.0,1.0,0.0,0.0
2552,2022-04-04,63,134.0,-8.0,142.0,-8.0
2554,2022-04-04,6,4.0,4.0,0.0,0.0
2555,2022-04-04,9,27.0,14.0,13.0,-3.0
2562,2022-04-04,4,0.0,-4.0,4.0,1.0
2571,2022-04-04,0,0.0,0.0,0.0,0.0
2576,2022-04-04,0,9.0,3.0,6.0,-2.0
2577,2022-04-04,0,3.0,-9.0,12.0,0.0
2583,2022-04-04,0,1.0,1.0,0.0,0.0
2587,2022-04-04,83,65.0,-21.0,86.0,18.0
2589,2022-04-04,0,0.0,0.0,0.0,0.0
2592,2022-04-04,1,0.0,0.0,0.0,0.0
2593,2022-04-04,0,0.0,-1.0,1.0,1.0
2596,2022-04-04,44,75.0,60.0,15.0,1.0
2607,2022-04-04,0,0.0,-1.0,1.0,-2.0
2609,2022-04-04,0,0.0,-1.0,1.0,0.0
2610,2022-04-04,1,0.0,0.0,0.0,0.0
2614,2022-04-04,0,12.0,12.0,0.0,0.0
2615,2022-04-04,8,20.0,19.0,1.0,-4.0
2616,2022-04-04,0,0.0,0.0,0.0,-3.0
2619,2022-04-04,18,7.0,-1.0,8.0,1.0
2623,2022-04-04,0,0.0,0.0,0.0,0.0
2626,2022-04-04,0,0.0,0.0,0.0,0.0
2628,2022-04-04,0,0.0,0.0,0.0,0.0
2639,2022-04-04,7,3.0,-5.0,8.0,-7.0
2641,2022-04-04,0,0.0,0.0,0.0,-2.0
2644,2022-04-04,1,4.0,1.0,3.0,-8.0
2645,2022-04-04,0,0.0,0.0,0.0,-6.0
2648,2022-04-04,2,1.0,0.0,1.0,0.0
2656,2022-04-04,0,0.0,0.0,0.0,-1.0
2659,2022-04-04,0,0.0,0.0,0.0,0.0
2667,2022-04-04,22,0.0,-13.0,13.0,-7.0
2668,2022-04-04,0,0.0,0.0,0.0,0.0
2670,2022-04-04,3,0.0,0.0,0.0,0.0
2679,2022-04-04,0,0.0,0.0,0.0,0.0
2680,2022-04-04,8,0.0,0.0,0.0,-11.0
2694,2022-04-04,0,0.0,0.0,0.0,0.0
2699,2022-04-04,2,0.0,-41.0,41.0,32.0
2715,2022-04-04,9,7.0,-6.0,13.0,3.0
2722,2022-04-04,20,19.0,12.0,7.0,-25.0
2727,2022-04-04,0,0.0,0.0,0.0,0.0
2733,2022-04-04,0,1.0,1.0,0.0,0.0
2735,2022-04-04,0,0.0,-50.0,50.0,50.0
2739,2022-04-04,0,0.0,0.0,0.0,0.0
2748,2022-04-04,0,0.0,0.0,0.0,0.0
2750,2022-04-04,0,0.0,0.0,0.0,0.0
2751,2022-04-04,0,0.0,0.0,0.0,0.0
2753,2022-04-04,2,0.0,0.0,0.0,0.0
2756,2022-04-04,0,1.0,1.0,0.0,0.0
2757,2022-04-04,0,0.0,0.0,0.0,0.0
2763,2022-04-04,12,15.0,-8.0,23.0,7.0
2782,2022-04-04,0,0.0,0.0,0.0,0.0
2784,2022-04-04,0,0.0,0.0,0.0,0.0
2785,2022-04-04,0,0.0,0.0,0.0,0.0
2788,2022-04-04,2,10.0,-13.0,23.0,23.0
2795,2022-04-04,0,0.0,-2.0,2.0,2.0
2796,2022-04-04,2,0.0,0.0,0.0,0.0
2800,2022-04-04,0,0.0,0.0,0.0,0.0
2807,2022-04-04,0,0.0,0.0,0.0,0.0
2819,2022-04-04,0,2.0,2.0,0.0,0.0
2824,2022-04-04,0,0.0,0.0,0.0,0.0
2829,2022-04-04,0,0.0,0.0,0.0,0.0
2830,2022-04-04,0,0.0,0.0,0.0,0.0
2832,2022-04-04,0,0.0,0.0,0.0,0.0
2833,2022-04-04,6,18.0,2.0,16.0,8.0
2834,2022-04-04,2,6.0,5.0,1.0,1.0
2835,2022-04-04,0,0.0,-1.0,1.0,0.0
2836,2022-04-04,0,1.0,1.0,0.0,0.0
2837,2022-04-04,3,5.0,4.0,1.0,-1.0
2842,2022-04-04,0,0.0,0.0,0.0,0.0
2849,2022-04-04,0,2.0,-1.0,3.0,0.0
2903,2022-04-04,5,2.0,-6.0,8.0,7.0
2906,2022-04-04,3,5.0,3.0,2.0,-8.0
2907,2022-04-04,4,0.0,-3.0,3.0,-3.0
2911,2022-04-04,0,0.0,-1.0,1.0,-3.0
2912,2022-04-04,6,8.0,4.0,4.0,2.0
2914,2022-04-04,4,0.0,0.0,0.0,0.0
2915,2022-04-04,10,1.0,1.0,0.0,-25.0
2916,2022-04-04,0,2.0,-4.0,6.0,6.0
2917,2022-04-04,1,0.0,0.0,0.0,0.0
2923,2022-04-04,0,0.0,-1.0,1.0,1.0
2970,2022-04-04,0,0.0,0.0,0.0,0.0
2975,2022-04-04,0,8.0,8.0,0.0,0.0
2978,2022-04-04,11,17.0,12.0,5.0,-9.0
2995,2022-04-04,0,1.0,1.0,0.0,0.0
2999,2022-04-04,0,0.0,0.0,0.0,-2.0
3005,2022-04-04,0,0.0,0.0,0.0,-3.0
3013,2022-04-04,87,29.0,-57.0,86.0,54.0
3034,2022-04-04,0,0.0,0.0,0.0,0.0
3035,2022-04-04,6,3.0,0.0,3.0,-16.0
3037,2022-04-04,2,4.0,-14.0,18.0,13.0
3042,2022-04-04,9,2.0,-3.0,5.0,-4.0
3044,2022-04-04,38,48.0,-50.0,98.0,47.0
3046,2022-04-04,15,30.0,-12.0,42.0,19.0
3047,2022-04-04,1,1.0,-10.0,11.0,8.0
3054,2022-04-04,0,0.0,0.0,0.0,0.0
3055,2022-04-04,0,0.0,0.0,0.0,0.0
3056,2022-04-04,0,0.0,0.0,0.0,0.0
3057,2022-04-04,0,2.0,2.0,0.0,0.0
3058,2022-04-04,0,2.0,2.0,0.0,0.0
3059,2022-04-04,0,2.0,2.0,0.0,-1.0
3060,2022-04-04,0,0.0,0.0,0.0,0.0
3061,2022-04-04,0,0.0,0.0,0.0,0.0
3062,2022-04-04,0,5.0,5.0,0.0,0.0
3064,2022-04-04,0,2.0,1.0,1.0,1.0
3065,2022-04-04,0,0.0,0.0,0.0,0.0
3068,2022-04-04,0,12.0,12.0,0.0,0.0
3069,2022-04-04,0,0.0,0.0,0.0,0.0
3070,2022-04-04,0,0.0,0.0,0.0,0.0
3076,2022-04-04,0,0.0,0.0,0.0,-8.0
3080,2022-04-04,0,0.0,0.0,0.0,-4.0
3083,2022-04-04,6,3.0,0.0,3.0,-12.0
3094,2022-04-04,13,20.0,-3.0,23.0,-4.0
3098,2022-04-04,20,6.0,-4.0,10.0,3.0
3105,2022-04-04,0,2.0,1.0,1.0,-1.0
3111,2022-04-04,0,0.0,0.0,0.0,0.0
3112,2022-04-04,1,1.0,0.0,1.0,0.0
3114,2022-04-04,0,0.0,-6.0,6.0,2.0
3116,2022-04-04,0,0.0,-5.0,5.0,5.0
3117,2022-04-04,0,0.0,0.0,0.0,0.0
3119,2022-04-04,239,212.0,-174.0,386.0,116.0
3122,2022-04-04,0,0.0,0.0,0.0,0.0
3124,2022-04-04,0,0.0,0.0,0.0,0.0
3141,2022-04-04,0,0.0,0.0,0.0,0.0
3142,2022-04-04,0,3.0,3.0,0.0,0.0
3147,2022-04-04,2,0.0,-2.0,2.0,0.0
3149,2022-04-04,0,0.0,0.0,0.0,-2.0
3152,2022-04-04,0,0.0,0.0,0.0,0.0
3153,2022-04-04,3,5.0,5.0,0.0,-6.0
3155,2022-04-04,382,497.0,-30.0,527.0,-136.0
3156,2022-04-04,40,2.0,2.0,0.0,-18.0
3157,2022-04-04,24,24.0,8.0,16.0,-5.0
3159,2022-04-04,0,0.0,-4.0,4.0,4.0
3160,2022-04-04,0,1.0,-2.0,3.0,-2.0
3162,2022-04-04,1,2.0,2.0,0.0,0.0
3166,2022-04-04,0,0.0,0.0,0.0,0.0
3167,2022-04-04,0,3.0,3.0,0.0,0.0
3168,2022-04-04,5,1.0,-2.0,3.0,-1.0
3169,2022-04-04,0,0.0,-2.0,2.0,0.0
3170,2022-04-04,13,28.0,6.0,22.0,-22.0
3172,2022-04-04,0,3.0,3.0,0.0,0.0
3173,2022-04-04,0,0.0,0.0,0.0,0.0
3174,2022-04-04,0,0.0,0.0,0.0,-6.0
3175,2022-04-04,0,2.0,2.0,0.0,0.0
3189,2022-04-04,1,0.0,0.0,0.0,-4.0
3194,2022-04-04,2,1.0,1.0,0.0,-1.0
3197,2022-04-04,0,0.0,0.0,0.0,0.0
3200,2022-04-04,0,1.0,0.0,1.0,0.0
3216,2022-04-04,4,36.0,24.0,12.0,7.0
3217,2022-04-04,4,0.0,0.0,0.0,-4.0
3232,2022-04-04,7,0.0,0.0,0.0,0.0
3239,2022-04-04,62,89.0,74.0,15.0,-25.0
3240,2022-04-04,0,0.0,0.0,0.0,0.0
3255,2022-04-04,3,0.0,0.0,0.0,0.0
3256,2022-04-04,0,0.0,0.0,0.0,0.0
3258,2022-04-04,3,0.0,0.0,0.0,0.0
3260,2022-04-04,6,0.0,0.0,0.0,0.0
3261,2022-04-04,3,0.0,0.0,0.0,0.0
3264,2022-04-04,0,0.0,0.0,0.0,0.0
3265,2022-04-04,35,30.0,10.0,20.0,-21.0
3268,2022-04-04,26,23.0,8.0,15.0,-3.0
3270,2022-04-04,1,2.0,0.0,2.0,-2.0
3271,2022-04-04,0,0.0,0.0,0.0,0.0
3280,2022-04-04,0,0.0,0.0,0.0,0.0
3283,2022-04-04,5,1.0,-3.0,4.0,4.0
3284,2022-04-04,0,0.0,-1.0,1.0,0.0
3304,2022-04-04,0,0.0,0.0,0.0,-2.0
3307,2022-04-04,22,19.0,13.0,6.0,-18.0
3312,2022-04-04,0,0.0,0.0,0.0,0.0
3317,2022-04-04,0,1.0,0.0,1.0,0.0
3344,2022-04-04,0,0.0,0.0,0.0,0.0
3351,2022-04-04,21,8.0,-21.0,29.0,24.0
3357,2022-04-04,0,0.0,0.0,0.0,-4.0
3410,2022-04-04,0,0.0,-2.0,2.0,2.0
3414,2022-04-04,0,5.0,5.0,0.0,0.0
3417,2022-04-04,0,0.0,-4.0,4.0,4.0
3421,2022-04-04,0,0.0,0.0,0.0,0.0
3429,2022-04-04,0,0.0,0.0,0.0,0.0
3430,2022-04-04,0,0.0,0.0,0.0,0.0
3440,2022-04-04,0,0.0,0.0,0.0,-2.0
3443,2022-04-04,0,0.0,0.0,0.0,-3.0
3446,2022-04-04,0,0.0,0.0,0.0,0.0
3480,2022-04-04,0,10.0,10.0,0.0,0.0
3481,2022-04-04,2,1.0,-1.0,2.0,1.0
3482,2022-04-04,3,3.0,3.0,0.0,-2.0
3486,2022-04-04,0,0.0,0.0,0.0,0.0
3492,2022-04-04,0,0.0,0.0,0.0,0.0
3502,2022-04-04,0,1.0,1.0,0.0,-5.0
3506,2022-04-04,0,0.0,0.0,0.0,0.0
3511,2022-04-04,0,1.0,1.0,0.0,0.0
3516,2022-04-04,0,1.0,1.0,0.0,0.0
3518,2022-04-04,0,0.0,0.0,0.0,0.0
3520,2022-04-04,7,2.0,-40.0,42.0,-10.0
3521,2022-04-04,1,13.0,-16.0,29.0,-5.0
3527,2022-04-04,6,0.0,0.0,0.0,0.0
3531,2022-04-04,0,0.0,0.0,0.0,0.0
3543,2022-04-04,5,2.0,0.0,2.0,-2.0
3560,2022-04-04,1,0.0,0.0,0.0,0.0
3563,2022-04-04,0,0.0,0.0,0.0,0.0
3565,2022-04-04,0,0.0,0.0,0.0,0.0
3566,2022-04-04,0,0.0,0.0,0.0,0.0
3567,2022-04-04,0,0.0,0.0,0.0,0.0
3568,2022-04-04,0,0.0,0.0,0.0,0.0
3570,2022-04-04,0,2.0,2.0,0.0,-2.0
3571,2022-04-04,2,10.0,6.0,4.0,-6.0
3574,2022-04-04,2,0.0,0.0,0.0,-4.0
3575,2022-04-04,0,0.0,0.0,0.0,0.0
3576,2022-04-04,0,0.0,0.0,0.0,0.0
3579,2022-04-04,0,0.0,0.0,0.0,0.0
3582,2022-04-04,33,22.0,-1.0,23.0,4.0
3584,2022-04-04,0,0.0,0.0,0.0,0.0
3585,2022-04-04,0,1.0,0.0,1.0,-2.0
3595,2022-04-04,0,0.0,0.0,0.0,0.0
3597,2022-04-04,2,0.0,0.0,0.0,0.0
3598,2022-04-04,4,3.0,-1.0,4.0,2.0
3605,2022-04-04,2,2.0,1.0,1.0,1.0
3607,2022-04-04,0,0.0,0.0,0.0,0.0
3612,2022-04-04,0,0.0,-1.0,1.0,1.0
3615,2022-04-04,7,14.0,0.0,14.0,6.0
3617,2022-04-04,3,2.0,-6.0,8.0,6.0
3624,2022-04-04,0,0.0,0.0,0.0,0.0
3626,2022-04-04,1,0.0,0.0,0.0,-6.0
3639,2022-04-04,0,0.0,0.0,0.0,0.0
3660,2022-04-04,0,0.0,0.0,0.0,0.0
3668,2022-04-04,81,130.0,66.0,64.0,-59.0
3672,2022-04-04,1,0.0,-2.0,2.0,0.0
3674,2022-04-04,1,0.0,-2.0,2.0,2.0
3686,2022-04-04,11,10.0,1.0,9.0,3.0
3689,2022-04-04,0,0.0,0.0,0.0,0.0
3690,2022-04-04,2,0.0,0.0,0.0,-1.0
3701,2022-04-04,72,74.0,-14.0,88.0,3.0
3702,2022-04-04,5,7.0,2.0,5.0,-2.0
3703,2022-04-04,2,0.0,-3.0,3.0,1.0
3708,2022-04-04,1,4.0,-13.0,17.0,13.0
3714,2022-04-04,17,46.0,46.0,0.0,-3.0
3715,2022-04-04,0,2.0,2.0,0.0,0.0
3717,2022-04-04,0,6.0,6.0,0.0,0.0
3718,2022-04-04,1,0.0,0.0,0.0,0.0
3720,2022-04-04,4,11.0,9.0,2.0,-1.0
3721,2022-04-04,0,0.0,0.0,0.0,0.0
3726,2022-04-04,0,0.0,-6.0,6.0,6.0
3731,2022-04-04,0,0.0,0.0,0.0,0.0
3738,2022-04-04,4,3.0,0.0,3.0,3.0
3740,2022-04-04,6,7.0,2.0,5.0,4.0
3748,2022-04-04,0,0.0,0.0,0.0,0.0
3760,2022-04-04,2,0.0,-1.0,1.0,1.0
3762,2022-04-04,0,5.0,5.0,0.0,0.0
