product,week,sales
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,4
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,3
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,3
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,4
3956,QUANTITY,4
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,5
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,3
3956,QUANTITY,1
3956,QUANTITY,8
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,4
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,10
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,4
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,2
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,2
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,4
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,20
3956,QUANTITY,20
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,3
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,4
3956,QUANTITY,5
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,4
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,2
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,1
3956,QUANTITY,2
3956,QUANTITY,2
2552,QUANTITY,4
2552,QUANTITY,3
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,5
2552,QUANTITY,5
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,3
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,4
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,7
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,3
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,8
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,3
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,3
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,3
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,4
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,3
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,4
2552,QUANTITY,5
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,10
2552,QUANTITY,10
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,5
2552,QUANTITY,5
2552,QUANTITY,5
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,3
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,3
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,3
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,3
2552,QUANTITY,3
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,3
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,3
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,3
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,5
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,4
2552,QUANTITY,4
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,2
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
2552,QUANTITY,1
